# SYS: 127
# DIA: 82
# PPM: 61

Time,Pressure
0.0,4.883011190233978
0.01,4.543913190912174
0.02,4.408273991183452
0.03,4.543913190912174
0.04,4.27263479145473
0.05,4.408273991183452
0.06,4.136995591726008
0.07,3.9335367921329265
0.08,3.7978975924042047
0.09,3.458799593082401
0.1,3.5944387928111223
0.11,3.5266191929467614
0.12,3.730077992539844
0.13,3.9335367921329265
0.14,3.9335367921329265
0.15,4.27263479145473
0.16,4.069175991861648
0.17,4.204815191590369
0.18,4.204815191590369
0.19,4.204815191590369
0.2,4.543913190912174
0.21,4.476093591047813
0.22,4.815191590369617
0.23,4.883011190233978
0.24,5.0864699898270604
0.25,5.289928789420142
0.26,5.222109189555781
0.27,6.171583587656833
0.28,8.070532383858936
0.29,10.172939979654121
0.3,11.936249576127501
0.31,14.242115971515767
0.32,16.00542556798915
0.33,12.75008477449983
0.34,12.546625974906748
0.35000000000000003,19.53204476093591
0.36,22.380467955239062
0.37,17.565276364869447
0.38,16.683621566632755
0.39,24.347236351305526
0.4,27.534757544930486
0.41000000000000003,22.583926754832145
0.42,22.177009155645983
0.43,29.56934554086131
0.44,33.5707019328586
0.45,29.094608341810783
0.46,28.21295354357409
0.47000000000000003,35.808748728382504
0.48,39.81010512037979
0.49,35.87656832824686
0.5,34.927093930145816
0.51,42.45506951508986
0.52,46.931163106137674
0.53,43.20108511359783
0.54,42.59070871481858
0.55,49.84740590030519
0.56,54.93387589013225
0.5700000000000001,52.0854526958291
0.58,50.8646998982706
0.59,58.32485588335029
0.6,63.953882672092234
0.61,61.30891827738216
0.62,60.35944387928111
0.63,67.8195998643608
0.64,73.78772465242454
0.65,71.2783994574432
0.66,70.53238385893523
0.67,78.26381824347236
0.68,84.23194303153612
0.6900000000000001,82.12953543574093
0.7000000000000001,81.11224143777552
0.71,88.91149542217701
0.72,95.01525940996949
0.73,92.70939301458121
0.74,92.5737538148525
0.75,100.23736859952527
0.76,106.13767378772465
0.77,103.42488979315021
0.78,104.10308579179383
0.79,112.64835537470329
0.8,116.78535096642929
0.81,113.86910817226179
0.8200000000000001,115.83587656832825
0.8300000000000001,124.72024415055951
0.84,128.11122414377755
0.85,124.72024415055951
0.86,127.70430654459139
0.87,136.58867412682264
0.88,138.96236012207527
0.89,135.30010172939978
0.9,139.30145812139708
0.91,149.33875890132248
0.92,149.40657850118686
0.93,145.87995930824007
0.9400000000000001,152.05154289589692
0.9500000000000001,161.20718887758562
0.96,160.528992878942
0.97,158.15530688368938
0.98,165.14072566971853
0.99,172.8721600542557
1.0,171.4479484571041
1.01,170.83757205832487
1.02,178.22990844354018
1.03,184.53713123092572
1.04,182.43472363513055
1.05,183.65547643268906
1.06,192.2007460155985
1.07,195.9986436080027
1.08,192.8789420142421
1.09,195.45608680908782
1.1,204.27263479145472
1.11,198.304510003391
1.12,197.08375720583248
1.1300000000000001,202.64496439471006
1.1400000000000001,199.86436080027127
1.1500000000000001,198.2366904035266
1.16,197.08375720583248
1.17,195.45608680908782
1.18,194.37097321125805
1.19,193.0824008138352
1.2,191.92946761614107
1.21,191.11563241776872
1.22,190.03051881993898
1.23,189.28450322143098
1.24,188.33502882332994
1.25,187.52119362495762
1.26,186.842997626314
1.27,185.89352322821296
1.28,185.28314682943372
1.29,184.53713123092572
1.3,183.79111563241776
1.31,183.24855883350287
1.32,182.3669040352662
1.33,181.89216683621567
1.34,181.1461512377077
1.35,180.53577483892846
1.36,180.06103763987792
1.37,179.31502204136996
1.3800000000000001,178.97592404204815
1.3900000000000001,178.29772804340453
1.4000000000000001,177.82299084435402
1.41,177.3482536453035
1.42,176.6700576466599
1.43,176.4665988470668
1.44,175.7884028484232
1.45,175.38148524923702
1.46,175.04238724991524
1.47,174.36419125127162
1.48,174.16073245167854
1.49,173.55035605289928
1.5,173.2112580535775
1.51,172.8721600542557
1.52,172.3296032553408
1.53,172.12614445574772
1.54,171.58358765683283
1.55,171.31230925737538
1.56,170.97321125805357
1.57,170.49847405900306
1.58,170.29501525940998
1.59,169.82027806035944
1.6,169.48118006103763
1.61,169.27772126144455
1.62,168.8708036622584
1.6300000000000001,168.8708036622584
1.6400000000000001,168.59952526280094
1.6500000000000001,168.5317056629366
1.6600000000000001,168.3282468633435
1.67,167.85350966429297
1.68,167.71787046456427
1.69,167.24313326551373
1.7,166.9718548660563
1.71,166.70057646659885
1.72,166.2258392675483
1.73,166.02238046795523
1.74,165.54764326890472
1.75,165.34418446931164
1.76,165.07290606985418
1.77,164.66598847066803
1.78,164.46252967107495
1.79,163.91997287216006
1.8,163.6486944727026
1.81,163.3095964733808
1.82,162.83485927433028
1.83,162.69922007460156
1.84,162.2923024754154
1.85,162.15666327568667
1.86,161.88538487622924
1.87,161.47846727704305
1.8800000000000001,161.4106476771787
1.8900000000000001,161.00373007799254
1.9000000000000001,160.80027127839946
1.9100000000000001,160.528992878942
1.92,160.1898948796202
1.93,160.0542556798915
1.94,159.6473380807053
1.95,159.5116988809766
1.96,159.24042048151915
1.97,158.90132248219734
1.98,158.76568328246864
1.99,158.35876568328246
2.0,158.22312648355376
2.0100000000000002,157.9518480840963
2.02,157.6127500847745
2.0300000000000002,157.54493048491014
2.04,157.0701932858596
2.05,157.00237368599525
2.06,156.73109528653782
