# PPM: 67

Time,Pulse
0.0,13922
0.04,13905
0.08,13872
0.12,13913
0.16,13853
0.2,13943
0.24,13833
0.28,13969
0.32,13812
0.36,13988
0.4,13800
0.44,13999
0.48,13785
0.52,14004
0.56,13780
0.6,14040
0.64,13776
0.68,14016
0.72,13799
0.76,13993
0.8,13796
0.84,13976
0.88,13860
0.92,13945
0.96,13878
1.0,13901
1.04,13924
1.08,13850
1.12,13966
1.16,13841
1.2,13982
1.24,13806
1.28,13994
1.32,13799
1.36,14015
1.4,13800
1.44,14027
1.48,13794
1.52,14023
1.56,13796
1.6,14017
1.64,13825
1.68,14013
1.72,13826
1.76,13944
1.8,13884
1.84,13920
1.88,13914
1.92,13885
1.96,13941
2.0,13866
2.04,13971
2.08,13852
2.12,13992
2.16,13827
2.2,14019
2.24,13820
2.28,14025
2.32,13799
2.36,14029
2.4,13809
2.44,14030
2.48,13813
2.52,14006
2.56,13831
2.6,13985
2.64,13891
2.68,13972
2.72,13905
2.76,13912
2.8,13939
2.84,13870
2.88,13982
2.92,13853
2.96,13992
3.0,13834
3.04,14007
3.08,13818
3.12,14032
3.16,13811
3.2,14032
3.24,13804
3.28,14036
3.32,13802
3.36,14019
3.4,13827
3.44,14007
3.48,13853
3.52,13956
3.56,13917
3.6,13918
3.64,13915
3.68,13878
3.72,13968
3.76,13849
3.8,14011
3.84,13843
3.88,13999
3.92,13821
3.96,14023
4.0,13822
4.04,14033
4.08,13790
4.12,14045
4.16,13806
4.2,14036
4.24,13810
4.28,14018
4.32,13849
4.36,13974
4.4,13882
4.44,13954
4.48,13923
4.52,13904
4.56,13943
4.6,13857
4.64,13991
4.68,13860
4.72,13992
4.76,13838
4.8,14031
4.84,13835
4.88,14030
4.92,13801
4.96,14028
5.0,13781
5.04,14008
5.08,13784
5.12,14011
5.16,13838
5.2,13990
5.24,13842
5.28,13942
5.32,13892
5.36,13909
5.4,13954
5.44,13861
5.48,13973
5.52,13851
5.56,13996
5.6,13833
5.64,13988
5.68,13818
5.72,14016
5.76,13807
5.8,14031
5.84,13789
5.88,14034
5.92,13788
5.96,14041
6.0,13807
6.04,14041
6.08,13819
6.12,13988
6.16,13867
6.2,13954
6.24,13911
6.28,13922
6.32,13937
6.36,13883
6.4,13979
6.44,13851
6.48,14007
6.52,13844
6.56,14006
6.6,13830
6.64,14022
6.68,13822
6.72,14050
6.76,13804
6.8,14043
6.84,13801
6.88,14021
6.92,13826
6.96,14006
7.0,13853
7.04,13958
7.08,13904
7.12,13906
7.16,13924
7.2,13868
7.24,13998
7.28,13853
7.32,13998
7.36,13854
7.4,14022
7.44,13811
7.48,14037
7.52,13816
7.56,14052
7.6,13813
7.64,14032
7.68,13803
7.72,14044
7.76,13822
7.8,14025
7.84,13844
7.88,13979
7.92,13896
7.96,13948
8.0,13910
8.04,13907
8.08,13935
8.12,13854
8.16,13982
8.2,13847
8.24,13990
8.28,13823
8.32,13999
8.36,13826
8.4,14027
8.44,13807
8.48,14032
8.52,13799
8.56,14047
8.6,13809
8.64,14007
8.68,13838
8.72,13984
8.76,13894
8.8,13942
8.84,13906
8.88,13909
8.92,13971
8.96,13862
9.0,13990
9.04,13846
9.08,14012
9.12,13839
9.16,14017
9.2,13814
9.24,14036
9.28,13805
9.32,14040
9.36,13807
9.4,14036
9.44,13815
9.48,14030
9.52,13821
9.56,13978
9.6,13876
9.64,13965
9.68,13910
9.72,13915
9.76,13952
9.8,13913
9.84,13978
9.88,13880
9.92,14008
9.96,13864
10.0,14014
10.04,13851
10.08,14030
10.12,13854
10.16,14029
10.2,13826
10.24,14051
10.28,13853
10.32,14075
10.36,13829
10.4,14065
10.44,13831
10.48,14043
10.52,13843
10.56,14007
10.6,13881
10.64,13981
10.68,13900
10.72,13949
10.76,13933
10.8,13907
10.84,13949
10.88,13874
10.92,14006
10.96,13854
11.0,14018
11.04,13820
11.08,14020
11.12,13820
11.16,14048
11.2,13808
11.24,14043
11.28,13805
11.32,14043
11.36,13821
11.4,14026
11.44,13847
11.48,14003
11.52,13872
11.56,13958
11.6,13917
11.64,13931
11.68,13951
11.72,13886
11.76,13993
11.8,13856
11.84,14013
11.88,13830
11.92,14025
11.96,13824
12.0,14039
12.04,13817
12.08,14047
12.12,13818
12.16,14052
12.2,13809
12.24,14042
12.28,13831
12.32,14028
12.36,13853
12.4,14000
12.44,13899
12.48,13954
12.52,13921
12.56,13920
12.6,13994
12.64,13891
12.68,14003
12.72,13863
12.76,14032
12.8,13856
12.84,14045
12.88,13846
12.92,14064
12.96,13832
13.0,14062
13.04,13818
13.08,14036
13.12,13835
13.16,14024
13.2,13897
13.24,13964
13.28,13920
13.32,13948
13.36,13945
13.4,13887
13.44,13983
13.48,13876
13.52,14001
13.56,13847
13.6,14013
13.64,13834
13.68,14022
13.72,13821
13.76,14044
13.8,13809
13.84,14056
13.88,13812
13.92,14035
13.96,13844
14.0,13992
14.04,13888
14.08,13951
14.12,13915
14.16,13934
14.2,13952
14.24,13871
14.28,13994
14.32,13850
14.36,14024
14.4,13851
14.44,14030
14.48,13831
14.52,14043
14.56,13812
14.6,14043
14.64,13807
14.68,14057
14.72,13844
14.76,14027
14.8,13865
14.84,13973
14.88,13910
14.92,13949
14.96,13928
15.0,13897
15.04,13985
15.08,13869
15.12,13994
15.16,13861
15.2,14020
15.24,13850
15.28,14039
15.32,13842
15.36,14058
15.4,13815
15.44,14067
15.48,13845
15.52,14063
15.56,13848
15.6,14014
15.64,13881
15.68,13986
15.72,13927
15.76,13948
15.8,13961
15.84,13884
15.88,14005
15.92,13878
15.96,14015
16.0,13849
16.04,14024
16.08,13843
16.12,14049
16.16,13833
