Tiempo (segundos),Presión (mmHg)
0.0,-0.5405405405405406
0.025,-0.5405405405405406
0.05,-0.5405405405405406
0.07500000000000001,-0.5405405405405406
0.1,-0.47297297297297297
0.125,-0.5405405405405406
0.15000000000000002,-0.47297297297297297
0.17500000000000002,-0.06756756756756757
0.2,2.22972972972973
0.225,3.8513513513513513
0.25,4.864864864864865
0.275,7.5675675675675675
0.30000000000000004,10.608108108108109
0.325,11.891891891891891
0.35000000000000003,10.202702702702704
0.375,8.91891891891892
0.4,8.108108108108109
0.42500000000000004,7.635135135135135
0.45,7.297297297297297
0.47500000000000003,7.22972972972973
0.5,6.95945945945946
0.525,6.824324324324325
0.55,6.6891891891891895
0.5750000000000001,7.702702702702703
0.6000000000000001,11.216216216216216
0.625,16.283783783783782
0.65,22.7027027027027
0.675,29.594594594594593
0.7000000000000001,33.71621621621622
0.7250000000000001,31.41891891891892
0.75,28.85135135135135
0.775,27.635135135135137
0.8,26.95945945945946
0.8250000000000001,26.283783783783782
0.8500000000000001,25.743243243243242
0.875,25.33783783783784
0.9,24.864864864864863
0.925,24.527027027027028
0.9500000000000001,24.12162162162162
0.9750000000000001,23.783783783783782
1.0,23.716216216216218
1.0250000000000001,27.635135135135137
1.05,34.527027027027025
1.075,42.972972972972975
1.1,52.027027027027025
1.125,59.45945945945946
1.1500000000000001,61.148648648648646
1.175,57.7027027027027
1.2000000000000002,55.87837837837838
1.225,54.5945945945946
1.25,53.58108108108108
1.2750000000000001,52.770270270270274
1.3,52.0945945945946
1.3250000000000002,51.41891891891892
1.35,50.945945945945944
1.375,50.4054054054054
1.4000000000000001,49.932432432432435
1.425,49.527027027027025
1.4500000000000002,49.12162162162162
1.475,49.7972972972973
1.5,57.7027027027027
1.5250000000000001,66.82432432432432
1.55,76.62162162162163
1.5750000000000002,86.35135135135135
1.6,93.37837837837837
1.625,93.04054054054055
1.6500000000000001,90.0
1.675,88.04054054054055
1.7000000000000002,86.62162162162163
1.725,85.54054054054055
1.75,84.5945945945946
1.7750000000000001,83.71621621621621
1.8,83.04054054054055
1.8250000000000002,82.29729729729729
1.85,81.62162162162163
1.875,81.08108108108108
1.9000000000000001,80.47297297297297
1.925,79.86486486486487
1.9500000000000002,80.20270270270271
1.975,87.70270270270271
2.0,97.77027027027027
2.025,107.83783783783784
2.0500000000000003,116.28378378378379
2.075,122.29729729729729
2.1,120.67567567567568
2.125,118.24324324324324
2.15,116.48648648648648
2.1750000000000003,115.20270270270271
2.2,114.45945945945945
2.225,114.39189189189189
2.25,114.66216216216216
2.275,114.86486486486487
2.3000000000000003,114.45945945945945
2.325,114.05405405405405
2.35,113.64864864864865
2.375,112.97297297297297
2.4000000000000004,112.0945945945946
2.4250000000000003,112.97297297297297
2.45,122.02702702702703
2.475,132.2972972972973
2.5,143.3108108108108
2.5250000000000004,151.95945945945945
2.5500000000000003,154.32432432432432
2.575,151.0810810810811
2.6,148.9189189189189
2.625,147.36486486486487
2.6500000000000004,146.21621621621622
2.6750000000000003,145.0
2.7,144.1216216216216
2.725,143.24324324324326
2.75,142.5
2.7750000000000004,141.8918918918919
2.8000000000000003,141.0810810810811
2.825,140.54054054054055
2.85,140.2027027027027
2.875,139.52702702702703
2.9000000000000004,146.35135135135135
2.9250000000000003,159.3918918918919
2.95,174.93243243243242
2.975,189.59459459459458
3.0,198.5810810810811
3.0250000000000004,195.67567567567568
3.0500000000000003,190.74324324324326
3.075,190.06756756756758
3.1,188.98648648648648
3.125,187.83783783783784
3.1500000000000004,186.75675675675674
3.1750000000000003,185.94594594594594
3.2,184.45945945945945
3.225,184.25675675675674
3.25,185.74324324324326
3.2750000000000004,183.5810810810811
3.3000000000000003,181.21621621621622
3.325,178.71621621621622
3.35,176.75675675675674
3.375,174.66216216216216
3.4000000000000004,172.77027027027026
3.4250000000000003,170.6081081081081
3.45,168.78378378378378
3.475,166.82432432432432
3.5,164.93243243243242
3.5250000000000004,163.3108108108108
3.5500000000000003,161.4189189189189
3.575,159.72972972972974
3.6,157.90540540540542
3.625,156.4189189189189
3.6500000000000004,154.66216216216216
3.6750000000000003,153.44594594594594
3.7,152.16216216216216
3.725,151.01351351351352
3.75,149.52702702702703
3.7750000000000004,148.04054054054055
3.8000000000000003,145.54054054054055
3.825,145.74324324324326
3.85,144.66216216216216
3.875,140.6081081081081
3.9000000000000004,138.04054054054055
3.9250000000000003,138.1081081081081
3.95,136.95945945945945
3.975,135.06756756756758
4.0,131.75675675675674
4.025,130.74324324324326
4.05,129.3918918918919
4.075,128.24324324324326
4.1000000000000005,125.20270270270271
4.125,123.24324324324324
4.15,122.56756756756756
4.175,121.41891891891892
4.2,119.5945945945946
4.2250000000000005,117.0945945945946
4.25,116.41891891891892
4.275,115.13513513513513
4.3,113.98648648648648
4.325,111.48648648648648
4.3500000000000005,109.86486486486487
4.375,109.52702702702703
4.4,109.39189189189189
4.425,108.17567567567568
4.45,106.89189189189189
4.4750000000000005,106.48648648648648
4.5,105.67567567567568
4.525,104.52702702702703
4.55,102.16216216216216
4.575,101.01351351351352
4.6000000000000005,99.79729729729729
4.625,98.85135135135135
4.65,96.62162162162163
4.675,94.79729729729729
4.7,94.12162162162163
4.7250000000000005,93.17567567567568
4.75,91.28378378378379
4.775,89.45945945945945
4.800000000000001,88.85135135135135
4.825,87.77027027027027
4.8500000000000005,87.02702702702703
4.875,84.93243243243244
4.9,84.05405405405405
4.925000000000001,83.3108108108108
4.95,82.63513513513513
4.9750000000000005,80.87837837837837
5.0,79.45945945945945
5.025,79.05405405405405
5.050000000000001,78.3108108108108
5.075,77.36486486486487
