# PPM: 72

Time,Pulse
0.0,4
0.04,4
0.08,11312
0.12,17692
0.16,295
0.2,3
0.24,6983
0.28,3
0.32,2
0.36,1
0.4,3
0.44,2
0.48,3
0.52,4
0.56,7317
0.6,13236
0.64,14113
0.68,17335
0.72,23216
0.76,23254
0.8,23255
0.84,23264
0.88,15590
0.92,3655
0.96,9256
1.0,10110
1.04,5897
1.08,6022
1.12,6307
1.16,7425
1.2,8659
1.24,9297
1.28,10245
1.32,11198
1.36,11304
1.4,11606
1.44,11977
1.48,15992
1.52,23252
1.56,23261
1.6,23258
1.64,23254
1.68,5859
1.72,6464
1.76,15570
1.8,15267
1.84,10293
1.88,6982
1.92,6033
1.96,7354
2.0,9840
2.04,10224
2.08,10602
2.12,11260
2.16,11886
2.2,11861
2.24,12429
2.28,12153
2.32,11126
2.36,23110
2.4,23239
2.44,23259
2.48,23244
2.52,22907
2.56,2285
2.6,7609
2.64,11355
2.68,8700
2.72,7231
2.76,6499
2.8,5680
2.84,7585
2.88,10234
2.92,11652
2.96,12510
3.0,11162
3.04,11150
3.08,11274
3.12,11852
3.16,11655
3.2,12670
3.24,22405
3.28,22539
3.32,17932
3.36,10877
3.4,5656
3.44,7607
3.48,12708
3.52,13075
3.56,11473
3.6,11211
3.64,10604
3.68,10839
3.72,11012
3.76,11214
3.8,12032
3.84,12767
3.88,13054
3.92,12589
3.96,12030
4.0,12352
4.04,12663
4.08,13893
4.12,22203
4.16,23128
4.2,18617
4.24,13615
4.28,7914
4.32,9108
4.36,12941
4.4,11957
4.44,9697
4.48,10093
4.52,10389
4.56,10755
4.6,11343
4.64,11543
4.68,12588
4.72,12808
4.76,12676
4.8,12596
4.84,12930
4.88,12738
4.92,11929
4.96,17071
5.0,23231
5.04,21338
5.08,14697
5.12,9819
5.16,5193
5.2,11666
5.24,14326
5.28,11267
5.32,10345
5.36,10519
5.4,10874
5.44,10818
5.48,11435
5.52,12050
5.56,12273
5.6,12178
5.64,12176
5.68,12137
5.72,12546
5.76,12603
5.8,14837
5.84,21753
5.88,20317
5.92,16430
5.96,10233
6.0,7588
6.04,10379
6.08,13766
6.12,13089
6.16,11141
6.2,10937
6.24,10498
6.28,10827
6.32,11541
6.36,11798
6.4,12373
6.44,12955
6.48,12932
6.52,12556
6.56,12477
6.6,12425
6.64,12370
6.68,17316
6.72,20770
6.76,17373
6.8,13486
6.84,10396
6.88,7841
6.92,11506
6.96,12794
7.0,11983
7.04,11494
7.08,11716
7.12,11135
7.16,11616
7.2,12139
7.24,12722
7.28,12665
7.32,12455
7.36,12447
7.4,12695
7.44,12724
7.48,13221
7.52,13800
7.56,19788
7.6,21536
7.64,18706
7.68,13482
7.72,10167
7.76,8955
7.8,13956
7.84,15057
7.88,13294
7.92,12660
7.96,10665
8.0,9954
8.04,11033
8.08,12107
8.12,13529
8.16,13466
8.2,12152
8.24,11811
8.28,12258
8.32,12071
8.36,16491
8.4,23254
8.44,23261
8.48,18677
8.52,12028
8.56,5265
8.6,8748
8.64,13377
8.68,12671
8.72,9792
8.76,9015
8.8,9183
8.84,10732
8.88,12141
8.92,12023
8.96,11452
9.0,12234
9.04,12696
9.08,13501
9.12,12983
9.16,12938
9.2,15771
9.24,23259
9.28,23250
9.32,23056
9.36,15736
9.4,8837
9.44,9212
9.48,14149
9.52,11977
9.56,10093
9.6,8901
9.64,7152
9.68,8855
9.72,10809
9.76,10543
9.8,9830
9.84,11589
9.88,12440
9.92,12354
9.96,13354
10.0,12784
10.04,11252
10.08,19862
10.12,23258
10.16,23261
10.2,18861
10.24,12153
10.28,4926
10.32,16437
10.36,13539
10.4,1969
10.44,6448
10.48,10879
10.52,9573
10.56,10685
10.6,14825
10.64,15193
10.68,13008
10.72,12458
10.76,10844
10.8,11116
10.84,12335
10.88,23391
10.92,23933
10.96,23925
11.0,23938
11.04,19283
11.08,8229
11.12,13647
