Time [s],Pressure [mmHg]
0.0,3.7978975924042047
0.025,3.9335367921329265
0.05,4.136995591726008
0.07500000000000001,3.8657171922685656
0.1,3.8657171922685656
0.125,4.204815191590369
0.15000000000000002,4.27263479145473
0.17500000000000002,4.136995591726008
0.2,3.7978975924042047
0.225,2.2380467955239065
0.25,1.5598507968802984
0.275,1.1529331976941335
0.30000000000000004,1.2885723974228551
0.325,1.4920311970159377
0.35000000000000003,2.034587995930824
0.375,3.1197015937605967
0.4,3.39097999321804
0.42500000000000004,3.458799593082401
0.45,3.2553407934893186
0.47500000000000003,10.579857578840285
0.5,105.86639538826721
0.525,59.0030518819939
0.55,72.02441505595117
0.5750000000000001,51.949813496100376
0.6000000000000001,25.228891149542218
0.625,22.651746354696506
0.65,33.774160732451676
0.675,40.96303831807392
0.7000000000000001,40.75957951848084
0.7250000000000001,39.06408952187182
0.75,44.89657511020685
0.775,55.61207188877586
0.8,64.15734147168531
0.8250000000000001,67.8195998643608
0.8500000000000001,69.44727026110546
0.875,76.56832824686335
0.9,87.8942014242116
0.925,97.79586300440828
0.9500000000000001,104.57782299084435
0.9750000000000001,107.90098338419803
1.0,113.12309257375381
1.0250000000000001,122.68565615462869
1.05,134.961003730078
1.075,145.1339437097321
1.1,151.64462529671076
1.125,155.3747032892506
1.1500000000000001,162.15666327568667
1.175,172.53306205493388
1.2000000000000002,184.80840963038318
1.225,194.37097321125805
1.25,200.27127839945743
1.2750000000000001,206.98541878602916
1.3,200.20345879959308
1.3250000000000002,197.4228552051543
1.35,194.37097321125805
1.375,191.86164801627672
1.4000000000000001,189.9626992200746
1.425,188.33502882332994
1.4500000000000002,186.70735842658527
1.475,185.21532722956934
1.5,183.85893523228214
1.5250000000000001,182.5025432349949
1.55,181.07833163784335
1.5750000000000002,179.9253984401492
1.6,178.84028484231942
1.625,177.95863004408275
1.6500000000000001,176.87351644625298
1.675,175.72058324855882
1.7000000000000002,174.70328925059343
1.725,173.61817565276365
1.75,172.73652085452696
1.7750000000000001,171.85486605629026
1.8,171.1088504577823
1.8250000000000002,170.43065445913868
1.85,169.82027806035944
1.875,168.8708036622584
1.9000000000000001,168.12478806375043
1.925,167.58223126483554
1.9500000000000002,166.70057646659885
1.975,165.95456086809088
2.0,165.27636486944726
2.025,164.66598847066803
2.0500000000000003,163.91997287216006
2.075,163.3095964733808
2.1,162.49576127500848
2.125,161.68192607663616
2.15,161.00373007799254
2.1750000000000003,160.25771447948458
2.2,159.78297728043404
2.225,159.30824008138353
2.25,158.63004408273991
2.275,158.01966768396068
2.3000000000000003,157.34147168531706
2.325,156.73109528653782
2.35,156.0528992878942
2.375,155.57816208884367
2.4000000000000004,155.1712444896575
2.4250000000000003,154.8321464903357
2.45,154.22177009155646
2.475,153.54357409291285
2.5,153.20447609359104
2.5250000000000004,152.9331976941336
2.5500000000000003,152.39064089521872
2.575,151.78026449643946
2.6,151.2377076975246
2.625,150.62733129874533
2.6500000000000004,150.0169548999661
2.6750000000000003,149.4743981010512
2.7,148.86402170227197
2.725,148.2536453034927
2.75,147.71108850457782
2.7750000000000004,147.16853170566293
2.8000000000000003,146.8972533062055
2.825,146.49033570701934
2.85,146.0155985079688
2.875,145.40522210918957
2.9000000000000004,144.93048491013903
2.9250000000000003,144.2522889114954
2.95,143.9131909121736
2.975,143.37063411325875
3.0,143.0993557138013
3.0250000000000004,142.69243811461513
3.0500000000000003,142.14988131570024
3.075,141.539504916921
3.1,141.40386571719228
3.125,140.92912851814174
3.1500000000000004,140.38657171922685
3.1750000000000003,139.9796541200407
3.2,139.57273652085453
3.225,139.03017972193965
3.25,138.6232621227535
3.2750000000000004,138.2163445235673
3.3000000000000003,137.60596812478806
3.325,137.13123092573753
3.35,136.65649372668702
3.375,136.3173957273652
3.4000000000000004,136.11393692777213
3.4250000000000003,135.70701932858597
3.45,135.30010172939978
3.475,134.7575449304849
3.5,134.21498813157
3.5250000000000004,133.60461173279077
3.5500000000000003,133.12987453374026
3.575,132.8585961342828
3.6,132.45167853509665
3.625,132.11258053577484
3.6500000000000004,131.90912173618176
3.6750000000000003,131.90912173618176
3.7,131.5022041369956
3.725,131.1631061376738
3.75,130.89182773821634
3.7750000000000004,130.55272973889453
3.8000000000000003,130.07799253984402
3.825,129.7388945405222
3.85,129.19633774160732
3.875,128.58596134282809
3.9000000000000004,128.0434045439132
3.9250000000000003,127.56866734486266
3.95,127.1617497456765
3.975,126.8226517463547
4.0,126.55137334689725
4.025,126.21227534757546
4.05,125.73753814852492
4.075,125.33062054933876
4.1000000000000005,124.78806375042387
4.125,124.51678535096643
4.15,124.0420481519159
4.175,123.90640895218718
4.2,123.43167175313665
4.2250000000000005,123.16039335367921
4.25,123.43167175313665
4.275,123.43167175313665
4.3,123.09257375381485
4.325,122.8212953543574
4.3500000000000005,122.68565615462869
4.375,122.34655815530688
4.4,121.93964055612072
4.425,121.53272295693455
4.45,121.12580535774839
4.4750000000000005,120.5832485588335
4.5,120.10851135978298
4.525,119.63377416073246
4.55,119.29467616141065
4.575,119.09121736181757
4.6000000000000005,118.75211936249576
4.625,118.41302136317395
4.65,117.93828416412343
4.675,117.46354696507291
4.7,117.05662936588674
4.7250000000000005,116.64971176670058
4.75,116.37843336724313
4.775,116.17497456765005
4.800000000000001,115.97151576805697
4.825,115.5645981688708
4.8500000000000005,115.29331976941336
4.875,115.63241776873517
4.9,115.49677856900644
4.925000000000001,115.225500169549
4.95,114.95422177009155
4.9750000000000005,114.75076297049847
5.0,114.41166497117668
5.025,114.0047473719905
5.050000000000001,113.80128857239743
5.075,113.25873177348254
5.1000000000000005,112.85181417429636
5.125,112.4448965751102
5.15,112.03797897592405
5.175000000000001,111.7667005764666
5.2,111.4276025771448
5.2250000000000005,111.22414377755172
5.25,110.95286537809427
5.275,110.5459477789081
5.300000000000001,109.93557138012886
5.325,109.59647338080705
5.3500000000000005,109.32519498134961
5.375,109.12173618175653
5.4,108.91827738216344
5.425000000000001,108.71481858257036
5.45,108.3079009833842
5.4750000000000005,107.90098338419803
5.5,107.83316378433368
5.525,108.03662258392676
5.550000000000001,108.03662258392676
5.575,107.76534418446931
5.6000000000000005,107.56188538487623
5.625,107.29060698541879
5.65,106.68023058663954
5.675000000000001,106.06985418786029
5.7,105.45947778908105
5.7250000000000005,104.78128179043743
5.75,104.23872499152255
5.775,103.62834859274331
5.800000000000001,103.15361139369277
5.825,102.6110545947779
5.8500000000000005,102.06849779586301
5.875,101.7293997965412
5.9,101.11902339776195
5.925000000000001,100.37300779925398
5.95,99.89827060020346
5.9750000000000005,99.42353340115294
6.0,99.08443540183113
6.025,98.67751780264497
6.050000000000001,98.13496100373008
6.075,97.72804340454391
6.1000000000000005,96.98202780603594
6.125,96.43947100712106
6.15,96.43947100712106
6.175000000000001,96.23601220752798
6.2,95.89691420820617
6.2250000000000005,95.42217700915565
6.25,94.94743981010512
6.275,94.20142421159716
6.300000000000001,93.5910478128179
6.325,93.2519498134961
6.3500000000000005,92.84503221430994
6.375,92.43811461512377
6.4,92.09901661580197
6.425000000000001,91.6920990166158
6.45,91.14954221770091
6.4750000000000005,90.67480501865039
6.5,90.20006781959987
6.525,89.65751102068498
6.550000000000001,89.11495422177009
6.575,88.77585622244828
6.6000000000000005,88.50457782299084
6.625,88.09766022380468
6.65,87.69074262461851
6.675000000000001,87.21600542556799
6.7,86.46998982706002
6.7250000000000005,86.13089182773821
6.75,85.85961342828077
6.775,85.79179382841642
6.800000000000001,85.58833502882332
6.825,85.38487622923024
6.8500000000000005,84.97795863004409
6.875,84.50322143099356
6.9,83.82502543234995
6.925000000000001,83.41810783316379
6.95,83.01119023397762
6.9750000000000005,82.73991183452017
7.0,82.46863343506273
7.025,82.12953543574093
7.050000000000001,81.79043743641913
7.075,81.18006103763987
7.1000000000000005,80.77314343845372
7.125,80.29840623940319
7.15,80.02712783994575
7.175000000000001,79.82366904035266
7.2,79.48457104103086
7.2250000000000005,79.28111224143778
7.25,78.94201424211597
