Time [s],Pressure [mmHg]
0.0,3.1197015937605967
0.025,2.9840623940318753
0.05,2.8484231943031535
0.07500000000000001,2.9840623940318753
0.1,3.051881993896236
0.125,2.9840623940318753
0.15000000000000002,2.9840623940318753
0.17500000000000002,3.1875211936249577
0.2,3.1875211936249577
0.225,2.780603594438793
0.25,2.441505595116989
0.275,2.441505595116989
0.30000000000000004,2.2380467955239065
0.325,1.9667683960664633
0.35000000000000003,2.1024075957951847
0.375,2.373685995252628
0.4,2.305866395388267
0.42500000000000004,2.2380467955239065
0.45,2.441505595116989
0.47500000000000003,3.2553407934893186
0.5,12.139708375720582
0.525,7.121057985757884
0.55,9.901661580196677
0.5750000000000001,17.226178365547643
0.6000000000000001,20.074601559850798
0.625,18.514750762970497
0.65,17.429637165140726
0.675,21.770091556459818
0.7000000000000001,30.65445913869108
0.7250000000000001,34.52017633095965
0.75,33.16378433367243
0.775,35.40183112919634
0.8,44.421837911156324
0.8250000000000001,54.25567989148864
0.8500000000000001,58.12139708375721
0.875,59.070871481858255
0.9,63.68260427263479
0.925,74.33028145133943
0.9500000000000001,85.65615462868769
0.9750000000000001,92.09901661580197
1.0,95.76127500847745
1.0250000000000001,101.66158019667684
1.05,114.41166497117668
1.075,126.8226517463547
1.1,136.72431332655137
1.125,140.3187521193625
1.1500000000000001,142.76025771447948
1.175,150.76297049847406
1.2000000000000002,162.6314004747372
1.225,174.5676500508647
1.25,184.40149203119702
1.2750000000000001,190.77653441844694
1.3,194.16751441166497
1.3250000000000002,201.96676839606647
1.35,200.27127839945743
1.375,195.86300440827398
1.4000000000000001,192.60766361478468
1.425,190.16615801966768
1.4500000000000002,188.13157002373686
1.475,186.30044082739911
1.5,184.6049508307901
1.5250000000000001,183.0451000339098
1.55,181.55306883689386
1.5750000000000002,180.33231603933538
1.6,179.0437436419125
1.625,177.55171244489657
1.6500000000000001,176.2631400474737
1.675,175.17802644964394
1.7000000000000002,173.82163445235673
1.725,172.6687012546626
1.75,171.38012885723975
1.7750000000000001,170.2271956595456
1.8,169.14208206171583
1.8250000000000002,168.05696846388605
1.85,167.107494065785
1.875,166.2258392675483
1.9000000000000001,165.34418446931164
1.925,164.32689047134622
1.9500000000000002,163.44523567310952
1.975,162.49576127500848
2.0,161.7497456765005
2.025,160.80027127839946
2.0500000000000003,160.12207527975585
2.075,159.57951848084096
2.1,158.833502882333
2.125,157.88402848423195
2.15,156.86673448626652
2.1750000000000003,156.12071888775856
2.2,155.10342488979316
2.225,154.28958969142082
2.25,153.67921329264158
2.275,153.00101729399796
2.3000000000000003,152.32282129535434
2.325,151.64462529671076
2.35,150.8986096982028
2.375,150.22041369955917
2.4000000000000004,149.40657850118686
2.4250000000000003,148.72838250254324
2.45,148.2536453034927
2.475,147.5754493048491
2.5,147.03289250593423
2.5250000000000004,146.3546965072906
2.5500000000000003,145.60868090878265
2.575,145.26958290946084
2.6,144.7948457104103
2.625,144.2522889114954
2.6500000000000004,143.50627331298745
2.6750000000000003,142.96371651407256
2.7,142.2177009155646
2.725,141.6751441166497
2.75,140.99694811800612
2.7750000000000004,140.52221091895558
2.8000000000000003,139.91183452017634
2.825,139.23363852153273
2.85,138.69108172261784
2.875,138.0807053238386
2.9000000000000004,137.47032892505933
2.9250000000000003,136.79213292641575
2.95,136.04611732790775
2.975,135.6391997287216
3.0,135.0966429298067
3.0250000000000004,134.6219057307562
3.0500000000000003,134.14716853170566
3.075,133.80807053238385
3.1,133.60461173279077
3.125,133.06205493387588
