# SYS: 128
# DIA: 81
# PPM: 60

Time,Pressures
0.0,3.1197015937605967
0.025,2.984062394031876
0.05,2.848423194303153
0.075,2.984062394031876
0.1,3.051881993896236
0.125,2.984062394031876
