# PPM: 78

Time,Pulse
0.0,-2811
0.04,10291
0.08,10364
0.12,12279
0.16,12836
0.2,12925
0.24,12562
0.28,12705
0.32,12581
0.36,12787
0.4,12783
0.44,12772
0.48,13541
0.52,13458
0.56,13699
0.6,13456
0.64,13108
0.68,12858
0.72,13213
0.76,13206
0.8,13492
0.84,13026
0.88,12767
0.92,12665
0.96,12615
1.0,12509
1.04,12443
1.08,13651
1.12,13122
1.16,13034
1.2,13344
1.24,13007
1.28,12816
1.32,12946
1.36,13043
1.4,12731
1.44,12791
1.48,12534
1.52,12727
1.56,12898
1.6,12697
1.64,13014
1.68,13217
1.72,13377
1.76,13439
1.8,13577
1.84,12917
1.88,13096
1.92,13074
1.96,13488
2.0,13018
2.04,13023
2.08,12829
2.12,13458
2.16,12994
2.2,13088
2.24,12834
2.28,13680
2.32,13486
2.36,13886
2.4,13119
2.44,13127
2.48,12792
2.52,13203
2.56,12692
2.6,13048
2.64,12495
2.68,12907
2.72,13758
2.76,12537
2.8,12397
2.84,13010
2.88,13000
2.92,13529
2.96,13129
3.0,13212
3.04,13076
3.08,12903
3.12,13244
3.16,13082
3.2,12785
3.24,12820
3.28,12865
3.32,12669
3.36,12821
3.4,12862
3.44,13064
3.48,13084
3.52,13515
3.56,13610
3.6,13321
3.64,12908
3.68,12922
3.72,12983
3.76,13041
3.8,12954
3.84,12920
3.88,12954
3.92,12634
3.96,12889
4.0,12984
4.04,12738
4.08,12910
4.12,13407
4.16,13337
4.2,13941
4.24,13464
4.28,13342
4.32,13042
4.36,13233
4.4,13103
4.44,13762
4.48,12705
4.52,12978
4.56,12990
4.6,13071
4.64,12682
4.68,13076
4.72,12340
4.76,13344
4.8,12760
4.84,12995
4.88,13130
4.92,13744
4.96,13508
5.0,12966
5.04,13053
5.08,13021
5.12,13212
5.16,12740
5.2,13724
5.24,12337
5.28,12316
5.32,12872
5.36,12708
5.4,13056
5.44,12927
5.48,13166
5.52,13535
5.56,13724
5.6,13145
5.64,12864
5.68,12842
5.72,13071
5.76,13055
5.8,12848
5.84,12815
5.88,12666
5.92,12736
5.96,12882
6.0,12728
6.04,13009
6.08,13272
6.12,13507
6.16,13821
6.2,13721
6.24,13368
6.28,13156
6.32,13018
6.36,12812
6.4,13302
6.44,13050
6.48,12983
6.52,13056
6.56,13646
6.6,13408
6.64,13673
6.68,13275
6.72,13794
6.76,14220
6.8,14441
6.84,13715
6.88,13332
6.92,12729
6.96,13225
7.0,13043
7.04,13155
7.08,12630
7.12,12816
7.16,12326
7.2,12780
7.24,12591
7.28,13030
7.32,13058
7.36,13580
7.4,13334
7.44,12959
7.48,12964
7.52,12998
7.56,13097
7.6,12846
7.64,12904
7.68,12674
7.72,12702
7.76,12636
7.8,12911
7.84,12700
7.88,12854
7.92,12971
7.96,13382
8.0,13703
8.04,13490
8.08,12997
8.12,12997
8.16,13168
8.2,13093
8.24,13144
8.28,12894
8.32,12772
8.36,12544
8.4,12887
8.44,12958
8.48,12991
8.52,13579
8.56,13182
8.6,11745
8.64,12870
8.68,13757
8.72,13948
8.76,13385
8.8,13381
8.84,13078
8.88,13182
8.92,12851
8.96,13395
9.0,13018
9.04,13127
9.08,12483
9.12,13047
9.16,12780
9.2,12999
9.24,12483
9.28,12628
9.32,12579
9.36,12850
9.4,12804
9.44,13623
9.48,7488
9.52,6802
9.56,11946
9.6,13890
9.64,14041
9.68,13050
9.72,12727
9.76,12954
9.8,13063
9.84,13066
9.88,12828
9.92,12776
9.96,12848
10.0,12636
10.04,12907
10.08,13011
10.12,13210
10.16,13694
10.2,13677
10.24,13648
10.28,13528
10.32,13259
10.36,13184
10.4,13060
10.44,13419
10.48,13271
10.52,12754
10.56,12667
10.6,13123
10.64,13111
10.68,12874
10.72,12801
10.76,12955
10.8,13476
10.84,13358
10.88,13712
10.92,13454
10.96,13918
11.0,12971
11.04,13737
11.08,13107
11.12,13633
11.16,12864
11.2,13520
11.24,12542
11.28,12993
11.32,12463
11.36,12940
11.4,13162
11.44,12748
11.48,13295
11.52,12935
11.56,13110
11.6,13811
11.64,13769
11.68,13230
11.72,13319
11.76,13225
11.8,13541
11.84,13101
11.88,13039
11.92,12963
11.96,13125
12.0,12934
12.04,12874
12.08,13236
12.12,12989
12.16,13383
12.2,13852
12.24,14153
12.28,14227
12.32,13414
12.36,13414
12.4,13442
12.44,13640
12.48,13948
12.52,12813
12.56,12829
12.6,13060
12.64,13347
12.68,12978
12.72,13333
12.76,13129
12.8,13929
12.84,13606
12.88,14348
12.92,13408
12.96,13630
13.0,12773
13.04,13680
13.08,13324
13.12,13369
13.16,12716
13.2,13029
13.24,12648
13.28,13532
13.32,12762
13.36,12858
13.4,12760
13.44,13643
13.48,14313
13.52,13541
13.56,13577
13.6,13139
13.64,13337
13.68,13353
13.72,13647
13.76,13091
13.8,13493
13.84,12913
13.88,13232
13.92,12977
13.96,14465
14.0,14379
14.04,11311
14.08,12680
14.12,13622
14.16,13485
14.2,13093
14.24,13242
14.28,13202
14.32,13228
14.36,12914
14.4,12608
14.44,13111
14.48,12924
14.52,12865
14.56,12733
14.6,13569
14.64,13837
14.68,14196
14.72,13109
14.76,13334
14.8,13229
14.84,13554
14.88,12913
14.92,13604
14.96,12778
15.0,13082
15.04,12818
15.08,13238
15.12,12474
15.16,13056
15.2,12817
15.24,13990
15.28,13981
15.32,13513
15.36,13463
15.4,13142
15.44,13443
15.48,13043
15.52,13363
15.56,13082
15.6,12798
15.64,13096
15.68,12829
15.72,13067
15.76,12697
15.8,12966
15.84,13321
15.88,13478
15.92,13846
15.96,13523
16.0,13175
16.04,13152
16.08,12992
16.12,13347
16.16,12981
16.2,13112
16.24,12877
16.28,13239
16.32,12727
16.36,13100
16.4,12577
16.44,12831
16.48,13027
16.52,13990
16.56,13491
16.6,13605
16.64,13149
16.68,13491
16.72,12924
16.76,13473
16.8,12714
16.84,12917
16.88,12628
16.92,13421
16.96,12521
17.0,12747
17.04,13116
17.08,13163
17.12,13870
17.16,13609
17.2,14120
17.24,13616
17.28,13557
17.32,13087
17.36,13332
17.4,13227
17.44,13492
17.48,12945
17.52,12890
17.56,13073
17.6,13268
17.64,13000
17.68,12727
17.72,13155
17.76,13311
17.8,13421
17.84,13534
17.88,13958
17.92,13577
17.96,13028
18.0,13200
18.04,13438
18.08,13076
18.12,13259
18.16,12792
18.2,13318
18.24,12476
18.28,13246
18.32,12876
18.36,13359
18.4,13367
18.44,13605
18.48,13436
18.52,14138
18.56,13235
18.6,13555
18.64,12898
18.68,13381
18.72,12746
18.76,13139
18.8,12484
18.84,13018
18.88,12944
18.92,13154
18.96,13235
19.0,13327
19.04,13974
19.08,14014
19.12,13806
19.16,13537
19.2,13499
19.24,13006
19.28,13456
19.32,13520
19.36,13099
19.4,12936
19.44,13114
19.48,13183
19.52,13037
19.56,13247
19.6,13387
19.64,13888
19.68,13896
19.72,14111
19.76,13918
19.8,13426
19.84,12868
19.88,13762
19.92,13215
19.96,13510
20.0,12595
20.04,-1
