# PPM: 69

Time,Pulse
0.0,-1026
0.04,9139
0.08,11971
0.12,13377
0.16,12735
0.2,12253
0.24,12572
0.28,12553
0.32,13242
0.36,12312
0.4,12244
0.44,12139
0.48,13040
0.52,12932
0.56,13087
0.6,12111
0.64,12468
0.68,12622
0.72,13334
0.76,13154
0.8,13076
0.84,12174
0.88,12802
0.92,13182
0.96,13313
1.0,11576
1.04,10838
1.08,12159
1.12,13438
1.16,13638
1.2,14164
1.24,13198
1.28,12683
1.32,12314
1.36,12654
1.4,12836
1.44,14023
1.48,12774
1.52,12799
1.56,12301
1.6,12756
1.64,13150
1.68,13781
1.72,13316
1.76,13251
1.8,12696
1.84,12859
1.88,12493
1.92,12779
1.96,11856
2.0,12244
2.04,12741
2.08,13422
2.12,13683
2.16,12958
2.2,12794
2.24,12917
2.28,12980
2.32,12839
2.36,14081
2.4,12074
2.44,11699
2.48,12030
2.52,12729
2.56,12718
2.6,11616
2.64,11636
2.68,12330
2.72,12696
2.76,12290
2.8,13270
2.84,13015
2.88,11872
2.92,11278
2.96,12167
3.0,12878
3.04,13624
3.08,13151
3.12,12937
3.16,12773
3.2,12719
3.24,12984
3.28,13593
3.32,13405
3.36,11998
3.4,10382
3.44,12218
3.48,14724
3.52,13510
3.56,12727
3.6,12608
3.64,12645
3.68,12902
3.72,13669
3.76,13828
3.8,13387
3.84,11522
3.88,11309
3.92,12963
3.96,13662
4.0,13237
4.04,12207
4.08,12409
4.12,12800
4.16,13880
4.2,13140
4.24,13102
4.28,13353
4.32,12120
4.36,12097
4.4,13493
4.44,12836
4.48,12790
4.52,12047
4.56,12825
4.6,12895
4.64,13379
4.68,12578
4.72,12710
4.76,13326
4.8,13119
4.84,13169
4.88,12644
4.92,12884
4.96,12492
5.0,13024
5.04,12773
5.08,13518
5.12,12802
5.16,12414
5.2,11924
5.24,13298
5.28,13547
5.32,13249
5.36,11894
5.4,12714
5.44,13239
5.48,13575
5.52,12644
5.56,12458
5.6,12567
5.64,12892
5.68,13607
5.72,13945
5.76,13671
5.8,12159
5.84,11349
5.88,13084
5.92,13787
5.96,14570
6.0,12051
6.04,11819
6.08,12852
6.12,13845
6.16,13872
6.2,13730
6.24,12550
6.28,12449
6.32,12983
6.36,13664
6.4,13596
6.44,13186
6.48,12612
6.52,12793
6.56,12945
6.6,13394
6.64,13096
6.68,12938
6.72,12748
6.76,13142
6.8,13288
6.84,13489
6.88,13271
6.92,13282
6.96,12775
7.0,13418
7.04,12852
7.08,13434
7.12,13044
7.16,12798
7.2,13078
7.24,12869
7.28,12800
7.32,13252
7.36,12532
7.4,12586
7.44,13036
7.48,13653
7.52,13064
7.56,13378
7.6,12703
7.64,13597
7.68,13186
7.72,13094
7.76,12510
7.8,13660
7.84,12847
7.88,13260
7.92,12658
7.96,12786
8.0,12857
8.04,13489
8.08,12741
8.12,12875
8.16,12436
8.2,13703
8.24,13048
8.28,13554
8.32,13048
8.36,13227
8.4,12590
8.44,12957
8.48,13096
8.52,13437
8.56,12604
8.6,12886
8.64,12485
8.68,13226
8.72,12912
8.76,13029
8.8,12649
8.84,13126
8.88,12901
8.92,13146
8.96,12961
9.0,13212
9.04,12824
9.08,13258
9.12,12806
9.16,13075
9.2,13009
9.24,13416
9.28,12815
9.32,12931
9.36,12603
9.4,13163
9.44,12945
9.48,12937
9.52,12911
9.56,13263
9.6,13518
9.64,13391
9.68,12926
9.72,13101
9.76,13258
9.8,13021
9.84,12777
9.88,13052
9.92,13090
9.96,13181
10.0,12456
10.04,12956
10.08,12714
10.12,13173
10.16,12812
10.2,13367
10.24,12820
10.28,6852
10.32,9615
10.36,14255
10.4,13888
10.44,13269
10.48,12163
10.52,13498
10.56,12804
10.6,13324
10.64,12694
10.68,13175
10.72,12825
10.76,13428
10.8,12812
10.84,13400
10.88,12699
10.92,13441
10.96,12951
11.0,13763
11.04,13032
11.08,13158
11.12,12618
11.16,13304
11.2,13009
11.24,13451
11.28,12908
11.32,13179
11.36,12673
11.4,13310
11.44,13110
11.48,13465
11.52,13266
11.56,13539
11.6,13217
11.64,13130
11.68,13193
11.72,13091
11.76,12723
11.8,13366
11.84,12799
11.88,13312
11.92,12695
11.96,13244
12.0,12610
12.04,13553
12.08,12913
12.12,13137
12.16,12117
12.2,12794
12.24,13504
12.28,14187
12.32,13637
12.36,12628
12.4,11574
12.44,13769
12.48,13365
12.52,14069
12.56,12831
12.6,12778
12.64,12076
12.68,13751
12.72,13379
12.76,13968
12.8,15826
12.84,12146
12.88,10044
12.92,12467
12.96,13728
13.0,13184
13.04,13377
13.08,13144
13.12,13893
13.16,13434
13.2,13063
13.24,12809
13.28,13211
13.32,13207
13.36,13301
13.4,12673
13.44,13219
13.48,13298
13.52,13379
13.56,12732
13.6,13532
13.64,13486
13.68,13707
13.72,12835
13.76,13067
13.8,12868
13.84,13270
13.88,12935
13.92,13334
13.96,12630
14.0,13035
14.04,12851
14.08,13499
14.12,13019
14.16,14165
14.2,13180
14.24,13162
14.28,12647
14.32,13995
14.36,13038
14.4,13544
14.44,13524
14.48,13389
14.52,13016
14.56,13248
14.6,12639
14.64,13646
14.68,13154
14.72,13490
14.76,13183
14.8,13466
14.84,13225
14.88,13005
14.92,12812
14.96,13368
15.0,13799
15.04,13479
15.08,11335
15.12,16482
15.16,11187
15.2,10921
15.24,12829
15.28,13841
15.32,13081
15.36,13042
15.4,12898
15.44,13216
15.48,12726
15.52,13095
15.56,12863
15.6,12460
15.64,12470
15.68,13785
15.72,12968
15.76,13305
15.8,12576
15.84,13188
15.88,12893
15.92,13448
15.96,12679
16.0,13382
16.04,12625
16.08,13465
16.12,12819
16.16,13232
16.2,12583
16.24,13039
16.28,13011
16.32,13337
16.36,12846
16.4,13532
16.44,12870
16.48,13621
16.52,12900
16.56,13079
16.6,13005
16.64,13613
16.68,13006
16.72,12974
16.76,12863
16.8,13353
16.84,13202
16.88,13415
16.92,12853
16.96,13249
17.0,12945
17.04,13479
17.08,13222
17.12,13197
17.16,12802
17.2,13077
17.24,12962
17.28,13445
17.32,13023
17.36,12786
17.4,12631
17.44,13012
17.48,13040
17.52,13368
17.56,12970
17.6,12951
17.64,12836
17.68,13544
17.72,13033
17.76,13108
17.8,12756
17.84,13092
17.88,12812
17.92,13578
17.96,12593
18.0,13337
18.04,12477
18.08,13293
18.12,12902
18.16,13439
18.2,12749
18.24,13435
18.28,12807
18.32,13427
18.36,13134
18.4,13274
18.44,13075
18.48,13589
18.52,12774
18.56,13439
18.6,13074
18.64,13271
18.68,12831
18.72,13368
18.76,13021
18.8,13336
18.84,13017
18.88,13251
18.92,13098
18.96,13819
19.0,13512
19.04,13510
19.08,13263
19.12,13290
19.16,12970
19.2,13407
19.24,13269
19.28,13291
19.32,13061
19.36,13404
19.4,13078
19.44,13644
