# PPM: 67

Time,Pulse
0.0,14017
0.04,14674
0.08,14242
0.12,14773
0.16,14154
0.2,14557
0.24,13923
0.28,13569
0.32,13383
0.36,14793
0.4,14590
0.44,14517
0.48,14104
0.52,13877
0.56,14033
0.6,14553
0.64,14748
0.68,14010
0.72,14140
0.76,13707
0.8,14552
0.84,14358
0.88,14486
0.92,14208
0.96,14849
1.0,13696
1.04,14307
1.08,13971
1.12,14334
1.16,13890
1.2,14923
1.24,14661
1.28,14179
1.32,14121
1.36,14370
1.4,14799
1.44,14221
1.48,14252
1.52,13653
1.56,14187
1.6,13803
1.64,14495
1.68,13974
1.72,14150
1.76,13385
1.8,13966
1.84,13927
1.88,14417
1.92,13943
1.96,14352
2.0,13452
2.04,13099
2.08,14078
2.12,14673
2.16,14538
2.2,14278
2.24,14029
2.28,13354
2.32,14466
2.36,14197
2.4,14554
2.44,13651
2.48,14192
2.52,13758
2.56,14312
2.6,13824
2.64,14205
2.68,13783
2.72,14007
2.76,13694
2.8,14310
2.84,13946
2.88,14223
2.92,14141
2.96,14447
3.0,14566
3.04,13848
3.08,13757
3.12,13439
3.16,14529
3.2,14255
3.24,14195
3.28,13612
3.32,14207
3.36,13559
3.4,14409
3.44,13808
3.48,14077
3.52,13508
3.56,14062
3.6,13757
3.64,14587
3.68,14376
3.72,14381
3.76,13717
3.8,13771
3.84,13903
3.88,14203
3.92,14243
3.96,13592
4.0,13805
4.04,13738
4.08,14294
4.12,13532
4.16,14219
4.2,13851
4.24,14449
4.28,13964
4.32,14460
4.36,13921
4.4,14304
4.44,13748
4.48,13961
4.52,13998
4.56,14243
4.6,13974
4.64,14137
4.68,13921
4.72,13850
4.76,14249
4.8,14263
4.84,14896
4.88,13646
4.92,13934
4.96,13874
5.0,14709
5.04,13983
5.08,14376
5.12,13431
5.16,13541
5.2,13198
5.24,14014
5.28,13690
5.32,14052
5.36,13933
5.4,13605
5.44,13684
5.48,13909
5.52,13942
5.56,13767
5.6,14566
5.64,13993
5.68,14371
5.72,13910
5.76,14186
5.8,13400
5.84,14149
5.88,13609
5.92,14264
5.96,13648
6.0,14060
6.04,13748
6.08,14027
6.12,13631
6.16,14037
6.2,13732
6.24,13904
6.28,14332
6.32,14187
6.36,14714
6.4,14266
6.44,14178
6.48,13612
6.52,14111
6.56,13211
6.6,14275
6.64,13873
6.68,14179
6.72,13325
6.76,14097
6.8,14306
6.84,14627
6.88,14044
6.92,14068
6.96,13959
7.0,14600
7.04,14624
7.08,14022
7.12,13673
7.16,13649
7.2,14175
7.24,13961
7.28,14227
7.32,13511
7.36,14098
7.4,13894
7.44,14259
7.48,13631
7.52,14257
7.56,13710
7.6,14095
7.64,13618
7.68,14368
7.72,14414
7.76,15124
7.8,14471
7.84,14113
7.88,13322
7.92,13436
7.96,13860
8.0,14309
8.04,13995
8.08,13384
8.12,14161
8.16,13687
8.2,14162
8.24,13928
8.28,14176
8.32,13316
8.36,14261
8.4,13582
8.44,13893
8.48,13517
8.52,14439
8.56,14046
8.6,14383
8.64,13608
8.68,13337
8.72,13675
8.76,14344
8.8,14177
8.84,13761
8.88,13370
8.92,13155
8.96,14094
9.0,13911
9.04,13924
9.08,13224
9.12,14484
9.16,14059
9.2,14238
9.24,13218
9.28,13770
9.32,13580
9.36,14247
9.4,14043
9.44,14649
9.48,13870
9.52,13496
9.56,13444
9.6,13665
9.64,13844
9.68,13845
9.72,14009
9.76,13624
9.8,14089
9.84,13480
9.88,14048
9.92,13751
9.96,14246
10.0,13330
10.04,13774
10.08,13577
10.12,14378
10.16,14097
10.2,14441
10.24,13998
10.28,14230
10.32,13793
10.36,13904
10.4,14044
10.44,14119
10.48,14294
10.52,13537
10.56,14286
10.6,13476
10.64,13653
10.68,13353
10.72,14703
10.76,13998
10.8,14349
10.84,13215
10.88,14180
10.92,14056
10.96,14560
11.0,13978
11.04,14311
11.08,13770
