# PPM: 67

Time,Pulse
0.0,13275
0.04,13468
0.08,12626
0.12,13741
0.16,12882
0.2,13746
0.24,14888
0.28,15553
0.32,15458
0.36,15313
0.4,13292
0.44,13265
0.48,13346
0.52,13985
0.56,13862
0.6,14244
0.64,13794
0.68,13483
0.72,13568
0.76,13520
0.8,13180
0.84,13567
0.88,13321
0.92,13636
0.96,13893
1.0,11987
1.04,14062
1.08,15307
1.12,15854
1.16,15294
1.2,14420
1.24,12570
1.28,13263
1.32,13357
1.36,13805
1.4,13939
1.44,14739
1.48,13939
1.52,13578
1.56,13275
1.6,13188
1.64,13327
1.68,13280
1.72,13010
1.76,13188
1.8,12397
1.84,12939
1.88,15169
1.92,14380
1.96,14909
2.0,14226
2.04,13365
2.08,13064
2.12,14137
2.16,13305
2.2,13793
2.24,13936
2.28,13882
2.32,12996
2.36,13485
2.4,13237
2.44,13875
2.48,13466
2.52,13612
2.56,13640
2.6,12887
2.64,13818
2.68,14923
2.72,14872
2.76,14738
2.8,14026
2.84,12689
2.88,13332
2.92,13049
2.96,13133
3.0,13416
3.04,14745
3.08,14295
3.12,14244
3.16,13303
3.2,13052
3.24,11595
3.28,12067
3.32,12565
3.36,12732
3.4,11573
3.44,12994
3.48,13779
3.52,13698
3.56,14096
3.6,12624
3.64,12399
3.68,13257
3.72,13762
3.76,13350
3.8,14453
3.84,14517
3.88,14288
3.92,13548
3.96,14586
4.0,13266
4.04,13374
4.08,13335
4.12,13833
4.16,13957
4.2,15515
4.24,15428
4.28,15220
4.32,14800
4.36,14160
4.4,13555
4.44,14265
4.48,13995
4.52,13523
4.56,14543
4.6,14363
4.64,14238
4.68,13633
4.72,14176
4.76,13396
4.8,13345
4.84,13403
4.88,13908
4.92,12331
4.96,13920
5.0,14982
5.04,15319
5.08,15475
5.12,15420
5.16,13293
5.2,13719
5.24,13726
5.28,13914
5.32,14151
5.36,13905
5.4,12393
5.44,10913
5.48,11453
5.52,12034
5.56,12578
5.6,12125
5.64,13555
5.68,12412
5.72,11385
5.76,11100
5.8,12728
5.84,14096
5.88,14933
5.92,13527
5.96,13091
6.0,13135
6.04,13601
6.08,12569
6.12,13545
6.16,13547
6.2,13554
6.24,12637
6.28,11893
6.32,11883
6.36,11825
6.4,11596
6.44,12148
6.48,13261
6.52,13490
6.56,13725
6.6,13606
6.64,14338
6.68,12531
6.72,12137
6.76,12365
6.8,13571
6.84,13433
6.88,14357
6.92,14142
6.96,14219
7.0,14139
7.04,14739
7.08,14249
7.12,14498
7.16,14328
7.2,13860
7.24,14235
7.28,15586
7.32,16104
7.36,15988
7.4,15255
7.44,13371
7.48,14160
7.52,14850
7.56,14707
7.6,14383
7.64,14595
7.68,14150
7.72,14521
7.76,14055
7.8,14303
7.84,13441
7.88,13828
7.92,14022
7.96,14062
8.0,13808
8.04,15302
8.08,15223
8.12,15877
8.16,15373
8.2,14383
8.24,13905
8.28,14374
8.32,14392
8.36,14730
8.4,14796
8.44,14380
8.48,14483
8.52,13850
8.56,14097
8.6,13850
8.64,15109
8.68,14563
8.72,14710
8.76,13904
8.8,14811
8.84,13420
8.88,15116
8.92,15771
8.96,16417
9.0,16340
9.04,16079
9.08,14631
9.12,14864
9.16,14558
9.2,14455
9.24,14448
9.28,14934
9.32,14520
9.36,14131
9.4,14265
9.44,14011
9.48,13541
9.52,13908
9.56,14827
9.6,14021
9.64,13934
9.68,13586
9.72,14846
9.76,13293
9.8,12984
9.84,14442
9.88,16100
9.92,16446
9.96,16759
10.0,14427
10.04,14161
10.08,14137
10.12,14344
10.16,14145
10.2,14659
10.24,15502
10.28,14813
10.32,14428
10.36,14507
10.4,14509
10.44,13468
10.48,13479
10.52,12620
10.56,12924
10.6,12540
10.64,13139
10.68,11613
10.72,13327
10.76,14394
10.8,14637
10.84,13499
10.88,13418
10.92,12148
10.96,13066
11.0,13183
11.04,13213
11.08,13160
11.12,13764
11.16,14009
11.2,13671
11.24,13980
11.28,13425
11.32,14530
11.36,15058
11.4,14815
11.44,13629
11.48,14287
11.52,13578
11.56,15171
11.6,15916
11.64,16094
11.68,15240
11.72,14316
11.76,13027
11.8,13945
11.84,13988
11.88,14085
11.92,14243
11.96,14128
12.0,13514
12.04,13220
12.08,13231
12.12,13200
12.16,13513
12.2,13361
12.24,14766
12.28,14046
12.32,13976
12.36,14612
12.4,15347
12.44,14698
12.48,15474
12.52,13175
12.56,13121
12.6,13097
12.64,13324
12.68,13233
12.72,13826
12.76,13576
12.8,13995
12.84,13914
12.88,13428
12.92,13123
12.96,13054
13.0,13631
13.04,13039
13.08,13080
13.12,14382
13.16,15122
13.2,14922
13.24,15091
13.28,13240
13.32,12946
13.36,13193
13.4,13516
13.44,12572
13.48,13446
13.52,12757
13.56,13252
13.6,12220
13.64,11542
13.68,10761
13.72,11795
13.76,12107
13.8,11988
13.84,12510
13.88,13566
13.92,13761
13.96,13954
14.0,13112
14.04,12770
14.08,14188
14.12,14148
14.16,13938
14.2,13904
14.24,14702
14.28,13662
14.32,14242
14.36,13813
14.4,13798
14.44,13884
14.48,14193
14.52,13586
14.56,15099
14.6,15279
14.64,15563
14.68,15244
14.72,13825
14.76,13694
14.8,14561
14.84,14545
14.88,13936
14.92,14630
14.96,14461
15.0,14382
15.04,13646
15.08,13625
15.12,13062
15.16,13940
15.2,12955
15.24,14270
15.28,15264
15.32,15679
15.36,14982
15.4,14582
15.44,13556
15.48,13929
15.52,14227
15.56,14112
15.6,14052
15.64,13978
15.68,14132
15.72,13690
15.76,13681
15.8,12327
15.84,11582
15.88,11128
15.92,11462
15.96,11728
16.0,14744
16.04,15078
16.08,14079
16.12,12557
16.16,11599
16.2,10613
16.24,11557
16.28,11837
16.32,12335
16.36,12261
16.4,12221
16.44,12369
16.48,11763
16.52,11869
16.56,11862
16.6,12480
16.64,12869
16.68,13740
16.72,6551
16.76,7106
16.8,9920
16.84,13341
16.88,13660
16.92,13513
16.96,12921
17.0,11874
17.04,12710
17.08,12985
17.12,12993
17.16,12263
17.2,12539
17.24,12215
17.28,12434
17.32,12040
17.36,11829
17.4,12999
17.44,14773
17.48,13273
17.52,13808
17.56,14142
17.6,15182
17.64,14172
17.68,14298
17.72,11750
17.76,13291
17.8,13643
17.84,14170
17.88,13508
17.92,14062
17.96,13500
18.0,13700
18.04,13632
18.08,13680
18.12,13136
18.16,13782
18.2,14170
18.24,14981
18.28,15046
