# PPM: 75

Time,Pulse
0.0,-423
0.04,10826
0.08,11943
0.12,13051
0.16,13300
0.2,12486
0.24,13048
0.28,12902
0.32,13286
0.36,12849
0.4,13099
0.44,13563
0.48,13089
0.52,12611
0.56,12814
0.6,12780
0.64,13140
0.68,12711
0.72,13010
0.76,12668
0.8,13236
0.84,13185
0.88,13496
0.92,13631
0.96,13342
1.0,12371
1.04,12965
1.08,12667
1.12,13089
1.16,12773
1.2,13102
1.24,12622
1.28,12831
1.32,12446
1.36,13004
1.4,12932
1.44,13554
1.48,12714
1.52,13021
1.56,12859
1.6,12819
1.64,12615
1.68,13016
1.72,12972
1.76,13145
1.8,12832
1.84,13252
1.88,11878
1.92,13318
1.96,12585
2.0,13227
2.04,13272
2.08,13312
2.12,12941
2.16,13181
2.2,13025
2.24,13202
2.28,13000
2.32,13133
2.36,12869
2.4,12822
2.44,13001
2.48,12969
2.52,12849
2.56,13216
2.6,13337
2.64,13412
2.68,13157
2.72,12962
2.76,13078
2.8,13102
2.84,13015
2.88,14001
2.92,13162
2.96,11628
3.0,12476
3.04,12784
3.08,13104
3.12,12717
3.16,13125
3.2,12854
3.24,13307
3.28,12757
3.32,13065
3.36,13779
3.4,12909
3.44,13240
3.48,12391
3.52,12910
3.56,12501
3.6,13072
3.64,12616
3.68,12992
3.72,12648
3.76,13303
3.8,13028
3.84,13268
3.88,12736
3.92,13103
3.96,12752
4.0,13194
4.04,12736
4.08,12984
4.12,12587
4.16,13008
4.2,12679
4.24,13236
4.28,12639
4.32,13050
4.36,13031
4.4,13336
4.44,13092
4.48,13257
4.52,12822
4.56,13276
4.6,12851
4.64,13181
4.68,12686
4.72,13054
4.76,12863
4.8,13292
4.84,13053
4.88,13213
4.92,12810
4.96,13329
5.0,13424
5.04,13453
5.08,13366
5.12,13056
5.16,13090
5.2,13338
5.24,13310
5.28,13388
5.32,13289
5.36,13165
5.4,13051
5.44,13105
5.48,13174
5.52,13160
5.56,13090
5.6,13358
5.64,13300
5.68,13735
5.72,13312
5.76,13416
5.8,13085
5.84,13254
5.88,13120
5.92,13140
5.96,13005
6.0,13218
6.04,12687
6.08,13096
6.12,12819
6.16,13227
6.2,12080
6.24,14557
6.28,11716
6.32,12698
6.36,13561
6.4,13835
6.44,13312
6.48,13229
6.52,12982
6.56,13233
6.6,13140
6.64,13182
6.68,13210
6.72,12976
6.76,12857
6.8,13038
6.84,13133
6.88,13091
6.92,12988
6.96,12977
7.0,13234
7.04,13602
7.08,13713
7.12,13601
7.16,13287
7.2,13141
7.24,13136
7.28,13264
7.32,12932
7.36,12979
7.4,12822
7.44,12979
7.48,12848
7.52,13041
7.56,12754
7.6,12941
7.64,12694
7.68,13276
7.72,13115
7.76,13641
7.8,13004
7.84,13152
7.88,12733
7.92,13040
7.96,12893
8.0,13083
8.04,12763
8.08,13039
8.12,12690
8.16,12949
8.2,12756
8.24,13135
8.28,12797
8.32,12978
8.36,12975
8.4,13564
8.44,13377
8.48,13290
8.52,12897
8.56,13056
8.6,12931
8.64,13199
8.68,12965
8.72,13061
8.76,12828
8.8,12801
8.84,12990
8.88,13145
8.92,12932
8.96,13005
9.0,13286
9.04,13668
9.08,13753
9.12,13371
9.16,13040
9.2,13046
9.24,13209
9.28,13201
9.32,13126
9.36,13084
9.4,12931
9.44,13029
9.48,12752
9.52,12925
9.56,12757
9.6,12917
9.64,13189
9.68,13664
9.72,13233
9.76,13304
9.8,12917
9.84,13143
9.88,13075
9.92,13264
9.96,12752
10.0,13064
10.04,12705
10.08,12977
10.12,12633
10.16,12949
10.2,12529
10.24,15968
10.28,4825
10.32,7682
10.36,12755
10.4,14861
10.44,13465
10.48,13186
10.52,12720
10.56,13294
10.6,12714
10.64,13310
10.68,12783
10.72,13288
10.76,12676
10.8,13137
10.84,12993
10.88,13235
10.92,12745
10.96,13050
11.0,13359
11.04,13511
11.08,13037
11.12,12911
11.16,13230
11.2,13050
11.24,13164
11.28,13174
11.32,12698
11.36,12248
11.4,11673
11.44,12783
11.48,13857
11.52,13728
11.56,13540
11.6,13394
11.64,13031
11.68,13353
11.72,13435
11.76,13096
11.8,14055
11.84,13190
11.88,12551
11.92,12718
11.96,13297
12.0,12817
12.04,13793
12.08,13201
12.12,13975
12.16,13275
12.2,13582
12.24,12803
12.28,13426
12.32,13475
12.36,13095
12.4,12967
12.44,13232
12.48,13012
12.52,13133
12.56,12938
12.6,13067
12.64,13755
12.68,13968
12.72,13574
12.76,13764
12.8,13280
12.84,13288
12.88,13182
12.92,13363
12.96,13318
13.0,13186
13.04,12959
13.08,13031
13.12,13388
13.16,13359
13.2,13041
13.24,13085
13.28,13222
13.32,13323
13.36,13876
13.4,13827
13.44,13762
13.48,13344
13.52,13453
13.56,13098
13.6,13453
13.64,13320
13.68,13576
13.72,13169
13.76,12788
13.8,12914
13.84,13012
13.88,13161
13.92,13138
13.96,13050
14.0,12503
14.04,13181
14.08,12951
14.12,13697
14.16,13436
14.2,13765
14.24,13214
14.28,13507
14.32,12925
14.36,13575
14.4,13011
14.44,13203
14.48,12824
14.52,13211
14.56,12897
14.6,13209
14.64,12920
14.68,12848
14.72,13035
14.76,12862
14.8,13013
14.84,13154
14.88,13614
14.92,13582
14.96,13493
15.0,13176
15.04,13103
15.08,13452
15.12,13422
15.16,12901
15.2,14310
15.24,11963
15.28,11572
15.32,12763
15.36,13637
15.4,13256
15.44,13106
15.48,12917
15.52,13049
15.56,13321
15.6,13481
15.64,13433
15.68,14201
15.72,13261
15.76,12726
15.8,12558
15.84,13467
15.88,13006
15.92,13346
15.96,12742
16.0,13010
16.04,12937
16.08,13171
16.12,12850
16.16,13039
16.2,13005
16.24,13451
16.28,13818
16.32,13697
16.36,13426
16.4,12990
16.44,13043
16.48,13359
16.52,13213
16.56,13049
16.6,13280
16.64,12885
16.68,13105
16.72,12766
16.76,13289
16.8,12863
16.84,12942
16.88,13032
16.92,13709
16.96,13487
17.0,13711
17.04,13508
17.08,13305
17.12,12990
17.16,13151
17.2,13060
17.24,13359
17.28,13037
17.32,12766
17.36,12842
17.4,12750
17.44,13094
17.48,13065
17.52,12801
17.56,13172
17.6,12762
17.64,16405
17.68,11180
17.72,11170
17.76,13087
17.8,13299
17.84,13366
17.88,13037
17.92,13044
17.96,13083
18.0,13080
18.04,13114
18.08,12952
18.12,13149
18.16,13346
18.2,13355
18.24,13371
18.28,13447
18.32,13262
18.36,12921
18.4,12750
18.44,13008
18.48,13014
18.52,13049
18.56,13147
18.6,13127
18.64,13126
18.68,13188
18.72,12685
18.76,13402
18.8,13416
18.84,13707
18.88,13538
18.92,13640
18.96,13205
19.0,12726
19.04,12937
19.08,13044
19.12,13186
19.16,13061
19.2,13065
19.24,12665
19.28,13327
19.32,12739
19.36,13033
19.4,13284
19.44,13251
19.48,13278
19.52,13274
19.56,13028
19.6,13318
19.64,12964
19.68,13181
19.72,13124
19.76,12881
19.8,13032
19.84,12856
19.88,13011
19.92,12989
19.96,12706
20.0,13118
20.04,-1
