# PPM: 75

Time,Pulse
0.0,15598
0.04,9086
0.08,10792
0.12,12648
0.16,13252
0.2,12251
0.24,11624
0.28,11677
0.32,11667
0.36,11519
0.4,11934
0.44,12790
0.48,15245
0.52,15685
0.56,15429
0.6,13777
0.64,13578
0.68,13477
0.72,13046
0.76,12656
0.8,13010
0.84,12685
0.88,12356
0.92,11868
0.96,11712
1.0,11822
1.04,12217
1.08,11957
1.12,13670
1.16,14201
1.2,15269
1.24,14600
1.28,13362
1.32,12944
1.36,12910
1.4,12460
1.44,12309
1.48,12531
1.52,12392
1.56,11495
1.6,11552
1.64,12160
1.68,12371
1.72,12581
1.76,15008
1.8,15603
1.84,15520
1.88,14594
1.92,13549
1.96,13191
2.0,12958
2.04,12440
2.08,12808
2.12,12631
2.16,12121
2.2,11909
2.24,12125
2.28,11878
2.32,12113
2.36,13674
2.4,15645
2.44,15585
2.48,15266
2.52,13639
2.56,13283
2.6,13075
2.64,12921
2.68,12888
2.72,12849
2.76,12134
2.8,11940
2.84,11658
2.88,11644
2.92,11965
2.96,11795
3.0,13072
3.04,14601
3.08,14870
3.12,15144
3.16,13960
3.2,14760
3.24,13189
3.28,12522
3.32,11619
3.36,11368
3.4,11379
3.44,12082
3.48,12310
3.52,12008
3.56,11425
3.6,11708
3.64,13524
3.68,15054
3.72,15274
3.76,15167
3.8,13506
3.84,13603
3.88,13096
3.92,12563
3.96,12533
4.0,12546
4.04,11986
4.08,11691
4.12,11278
4.16,11454
4.2,11345
4.24,11829
4.28,12064
4.32,14243
4.36,15446
4.4,15840
4.44,14444
4.48,13406
4.52,12744
4.56,12900
4.6,11942
4.64,12265
4.68,12104
4.72,12463
4.76,11615
4.8,11593
4.84,11593
4.88,11896
4.92,11643
4.96,11711
5.0,12909
5.04,15122
5.08,15753
5.12,15135
5.16,13453
5.2,13605
5.24,13781
5.28,12769
5.32,12087
5.36,11114
5.4,11297
5.44,11202
5.48,11346
5.52,11260
5.56,11719
5.6,11507
5.64,11887
5.68,11554
5.72,13582
5.76,13718
5.8,14907
5.84,14615
5.88,13346
5.92,12728
5.96,12890
6.0,12654
6.04,12634
6.08,12276
6.12,12532
6.16,12112
6.2,12185
6.24,11799
6.28,11977
6.32,11776
6.36,12786
6.4,14016
6.44,14923
6.48,15540
6.52,14933
6.56,14015
6.6,15102
6.64,12690
6.68,8685
6.72,6366
6.76,10375
6.8,13712
6.84,16334
6.88,14527
6.92,11715
6.96,9295
7.0,8738
7.04,10268
7.08,13926
7.12,16753
7.16,17794
7.2,14934
7.24,13535
7.28,11915
7.32,12140
7.36,12471
7.4,13722
7.44,13294
7.48,12488
7.52,11498
7.56,11955
7.6,11740
7.64,11465
7.68,11891
7.72,14536
7.76,15188
7.8,15179
7.84,13791
7.88,13216
7.92,12970
7.96,13976
8.0,12947
8.04,12783
8.08,12036
8.12,11955
8.16,11126
8.2,11487
8.24,12554
8.28,12936
8.32,12474
8.36,12830
8.4,12888
8.44,15076
8.48,15142
8.52,13715
8.56,12567
8.6,12919
8.64,12721
8.68,12630
8.72,12340
8.76,12995
8.8,12382
8.84,12161
8.88,11628
8.92,11716
8.96,12429
9.0,14032
9.04,14907
9.08,14751
9.12,13390
9.16,13226
9.2,13082
9.24,13030
9.28,12075
9.32,12182
9.36,11693
9.4,11788
9.44,11411
9.48,11887
9.52,11766
9.56,12310
9.6,13205
9.64,14594
9.68,14720
9.72,14517
9.76,13101
9.8,13428
9.84,13172
9.88,12885
9.92,12231
9.96,12396
10.0,12144
10.04,12192
10.08,11617
10.12,12207
10.16,11830
10.2,14046
10.24,5146
10.28,9455
10.32,14568
10.36,15949
10.4,13994
10.44,13035
10.48,12217
10.52,13509
10.56,12293
10.6,12506
10.64,11887
10.68,12215
10.72,11890
10.76,12634
10.8,12194
10.84,13381
10.88,13899
10.92,15009
10.96,14673
11.0,14255
11.04,13057
11.08,13439
11.12,13070
11.16,13118
11.2,12443
11.24,13233
11.28,12773
11.32,12704
11.36,11905
11.4,12483
11.44,12399
11.48,13519
11.52,14303
11.56,15338
11.6,15231
11.64,13759
11.68,12831
11.72,13986
11.76,13393
11.8,13336
11.84,12792
11.88,12380
11.92,11948
11.96,12059
12.0,11787
12.04,12232
12.08,12180
12.12,12507
12.16,13506
12.2,14545
12.24,14503
12.28,14247
12.32,13813
12.36,13062
12.4,12513
12.44,13600
12.48,13027
12.52,12732
12.56,11185
12.6,11828
12.64,11745
12.68,13017
12.72,12941
12.76,13251
12.8,13422
12.84,14404
12.88,14102
12.92,14690
12.96,13156
13.0,13069
13.04,12657
13.08,13238
13.12,12950
13.16,12859
13.2,12513
13.24,12404
13.28,12257
13.32,12783
13.36,12130
13.4,13704
13.44,14163
13.48,14990
13.52,14546
13.56,14288
13.6,13631
13.64,13772
13.68,12755
13.72,12904
13.76,12626
13.8,12968
13.84,12858
13.88,12866
13.92,11830
13.96,12250
14.0,12424
14.04,13805
14.08,14456
14.12,15225
14.16,14623
14.2,14189
14.24,13393
14.28,12902
14.32,12432
14.36,12774
14.4,12297
14.44,12756
14.48,11799
14.52,12089
14.56,11555
14.6,12326
14.64,12465
14.68,13738
14.72,13842
14.76,15564
14.8,14843
14.84,14202
14.88,12892
14.92,13300
14.96,12137
15.0,13157
15.04,12048
15.08,12443
15.12,12046
15.16,12660
15.2,12664
15.24,13130
15.28,13822
15.32,14820
15.36,15048
15.4,14803
15.44,13502
15.48,12851
15.52,11608
15.56,13103
15.6,13327
15.64,12982
15.68,12542
15.72,12657
15.76,12634
15.8,12351
15.84,11814
15.88,13290
15.92,14269
15.96,15334
16.0,15300
16.04,14970
16.08,13463
16.12,13556
16.16,13408
16.2,12205
16.24,11631
16.28,12354
16.32,11440
16.36,12489
16.4,11626
16.44,12228
16.48,11846
16.52,12941
16.56,13879
16.6,15581
16.64,15364
16.68,14963
16.72,13787
16.76,13535
16.8,12730
16.84,12846
16.88,12206
16.92,12495
16.96,11906
17.0,12497
17.04,11502
17.08,12074
17.12,12066
17.16,12450
17.2,13192
17.24,14317
17.28,14561
17.32,14996
17.36,13617
17.4,13343
17.44,12952
17.48,12419
17.52,11809
17.56,12519
17.6,12232
17.64,12089
17.68,11443
17.72,12000
17.76,11853
17.8,12240
17.84,11865
17.88,13365
17.92,14519
17.96,15445
18.0,14241
18.04,13661
18.08,12819
18.12,13220
18.16,12268
18.2,13001
18.24,12404
18.28,12403
18.32,11954
18.36,12356
18.4,11943
18.44,12727
18.48,11933
18.52,12939
