# PPM: 75

Time,Pulse
0.0,-2868
0.04,11552
0.08,10774
0.12,12660
0.16,13351
0.2,12992
0.24,13371
0.28,12855
0.32,12931
0.36,12435
0.4,12652
0.44,12195
0.48,12676
0.52,12262
0.56,12558
0.6,12122
0.64,12639
0.68,12367
0.72,12704
0.76,12787
0.8,13007
0.84,12723
0.88,12975
0.92,12634
0.96,12597
1.0,12444
1.04,12804
1.08,12365
1.12,12661
1.16,12367
1.2,12733
1.24,12506
1.28,12951
1.32,12667
1.36,13005
1.4,13053
1.44,13559
1.48,12484
1.52,12698
1.56,12701
1.6,13235
1.64,12732
1.68,13016
1.72,12830
1.76,13000
1.8,12689
1.84,13017
1.88,12568
1.92,12789
1.96,12962
2.0,13669
2.04,13142
2.08,13258
2.12,12878
2.16,13174
2.2,12754
2.24,13030
2.28,12540
2.32,12944
2.36,12576
2.4,12890
2.44,12586
2.48,13256
2.52,12989
2.56,12463
2.6,12466
2.64,13936
2.68,12403
2.72,12638
2.76,12720
2.8,13266
2.84,12856
2.88,13046
2.92,12657
2.96,13053
3.0,12623
3.04,12955
3.08,12705
3.12,13139
3.16,12698
3.2,12832
3.24,12771
3.28,13211
3.32,13116
3.36,12906
3.4,12442
3.44,12837
3.48,12611
3.52,12915
3.56,12615
3.6,12828
3.64,12433
3.68,12852
3.72,12660
3.76,12875
3.8,12424
3.84,12657
3.88,12641
3.92,13258
3.96,12961
4.0,13056
4.04,12450
4.08,13013
4.12,12304
4.16,15279
4.2,11361
4.24,10725
4.28,11804
4.32,13164
4.36,12872
4.4,12981
4.44,12461
4.48,12934
4.52,12961
4.56,13348
4.6,12753
4.64,13005
4.68,12604
4.72,13134
4.76,12760
4.8,12940
4.84,12435
4.88,12758
4.92,12544
4.96,12820
5.0,12575
5.04,12917
5.08,12706
5.12,13417
5.16,13194
5.2,13303
5.24,12737
5.28,12999
5.32,12920
5.36,13364
5.4,12799
5.44,13018
5.48,12558
5.52,12930
5.56,12585
5.6,12963
5.64,13381
5.68,13058
5.72,13152
5.76,12962
5.8,13611
5.84,13002
5.88,13347
5.92,12867
5.96,13363
6.0,12837
6.04,13040
6.08,12571
6.12,12960
6.16,12688
6.2,13012
6.24,12614
6.28,12984
6.32,12571
6.36,13126
6.4,13163
6.44,13808
6.48,13469
6.52,13407
6.56,12872
6.6,12971
6.64,12724
6.68,13201
6.72,13871
6.76,13879
6.8,13192
6.84,11701
6.88,11865
6.92,13199
6.96,13087
7.0,12963
7.04,12492
7.08,12885
7.12,12674
7.16,12989
7.2,13131
7.24,13503
7.28,13191
7.32,13149
7.36,13066
7.4,13755
7.44,12295
7.48,12699
7.52,12822
7.56,13197
7.6,12819
7.64,12966
7.68,12734
7.72,13000
7.76,12606
7.8,12967
7.84,12632
7.88,12805
7.92,12580
7.96,12777
8.0,12883
8.04,13511
8.08,13284
8.12,13501
8.16,12746
8.2,12985
8.24,12794
8.28,12959
8.32,12561
8.36,12815
8.4,12497
8.44,12922
8.48,12468
8.52,12822
8.56,12570
8.6,12695
8.64,12279
8.68,12788
8.72,12532
8.76,12848
8.8,12821
8.84,13459
8.88,13073
8.92,13477
8.96,12576
9.0,12871
9.04,12883
9.08,12959
9.12,12683
9.16,12895
9.2,12722
9.24,12918
9.28,12676
9.32,12958
9.36,12694
9.4,12951
9.44,12732
9.48,12851
9.52,12908
9.56,13074
9.6,12945
9.64,12901
9.68,12661
9.72,13306
9.76,13503
9.8,12979
9.84,12591
9.88,13011
9.92,12805
9.96,12944
10.0,12739
10.04,12856
10.08,12675
10.12,16572
10.16,3749
10.2,6599
10.24,12767
10.28,15229
10.32,14216
10.36,13587
10.4,13031
10.44,13472
10.48,12741
10.52,13337
10.56,12817
10.6,13178
10.64,12399
10.68,13064
10.72,13584
10.76,12493
10.8,11769
10.84,12570
10.88,12794
10.92,13545
10.96,13302
11.0,13101
11.04,12900
11.08,13137
11.12,13111
11.16,12930
11.2,12950
11.24,12599
11.28,12092
11.32,12611
11.36,13209
11.4,13076
11.44,12725
11.48,12868
11.52,12660
11.56,13435
11.6,13513
11.64,13644
11.68,14284
11.72,12437
11.76,11857
11.8,13001
11.84,13504
11.88,13258
11.92,13274
11.96,13264
12.0,12976
12.04,13191
12.08,12711
12.12,12716
12.16,14280
12.2,12833
12.24,12395
12.28,13151
12.32,13102
12.36,13635
12.4,13136
12.44,13351
12.48,12819
12.52,13499
12.56,12749
12.6,13296
12.64,13136
12.68,12464
12.72,11830
12.76,12305
12.8,13097
12.84,13170
12.88,13546
12.92,12304
12.96,14283
13.0,12722
13.04,12199
13.08,12981
13.12,12874
13.16,13210
13.2,12403
13.24,12564
13.28,12857
13.32,12793
13.36,13099
13.4,13064
13.44,12797
13.48,12725
13.52,12897
13.56,12903
13.6,12837
13.64,14228
13.68,13237
13.72,12717
13.76,14052
13.8,13634
13.84,12903
13.88,12932
13.92,12780
13.96,13189
14.0,12962
14.04,13117
14.08,12670
14.12,13781
14.16,12496
14.2,12730
14.24,12852
14.28,13672
14.32,13260
14.36,13551
14.4,13011
14.44,13001
14.48,13179
14.52,13269
14.56,13319
14.6,12840
14.64,12943
14.68,13034
14.72,13122
14.76,12992
14.8,12786
14.84,12696
14.88,13159
14.92,13415
14.96,13942
15.0,13970
15.04,13708
15.08,13184
15.12,13351
15.16,13288
15.2,13411
15.24,13505
15.28,13078
15.32,12998
15.36,14204
15.4,15836
15.44,10175
15.48,10578
15.52,12529
15.56,13082
15.6,12935
15.64,12781
15.68,12559
15.72,13171
15.76,13040
15.8,13093
15.84,12687
15.88,13448
15.92,12797
15.96,12830
16.0,12378
16.04,12564
16.08,12226
16.12,12550
16.16,12600
16.2,13158
16.24,12781
16.28,13308
16.32,13140
16.36,13504
16.4,13586
16.44,13242
16.48,12955
16.52,13257
16.56,13318
16.6,13519
16.64,12857
16.68,12909
16.72,13015
16.76,13225
16.8,12924
16.84,12986
16.88,13052
16.92,13315
16.96,13695
17.0,14089
17.04,13793
17.08,13209
17.12,13353
17.16,13412
17.2,13664
17.24,13484
17.28,13250
17.32,13134
17.36,13160
17.4,13158
17.44,13008
17.48,12976
