# PPM: 63

Time,Pulse
0.0,14125
0.04,13212
0.08,13903
0.12,14344
0.16,15037
0.2,12997
0.24,12256
0.28,11941
0.32,12164
0.36,12347
0.4,12264
0.44,11084
0.48,10944
0.52,10926
0.56,10710
0.6,10379
0.64,10699
0.68,10943
0.72,10850
0.76,10982
0.8,12571
0.84,16651
0.88,17072
0.92,16310
0.96,15461
1.0,14294
1.04,12700
1.08,13206
1.12,12748
1.16,13219
1.2,12570
1.24,11620
1.28,10640
1.32,11570
1.36,11405
1.4,10872
1.44,10714
1.48,10991
1.52,10528
1.56,10641
1.6,10425
1.64,10939
1.68,14618
1.72,18165
1.76,17630
1.8,16076
1.84,16218
1.88,13443
1.92,13304
1.96,13394
2.0,13696
2.04,13133
2.08,13055
2.12,11530
2.16,11527
2.2,11495
2.24,11388
2.28,10680
2.32,11287
2.36,11176
2.4,11557
2.44,10758
2.48,11185
2.52,11928
2.56,16568
2.6,17618
2.64,16695
2.68,16506
2.72,14735
2.76,13877
2.8,13376
2.84,13428
2.88,12899
2.92,13037
2.96,11390
3.0,11151
3.04,11150
3.08,11386
3.12,10444
3.16,10886
3.2,10913
3.24,11528
3.28,10990
3.32,11045
3.36,10563
3.4,14145
3.44,18362
3.48,18021
3.52,18102
3.56,16603
3.6,14050
3.64,13195
3.68,13493
3.72,13294
3.76,13091
3.8,12756
3.84,11413
3.88,10694
3.92,11527
3.96,10685
4.0,10719
4.04,10489
4.08,11014
4.12,10831
4.16,11159
4.2,10576
4.24,10876
4.28,10982
4.32,14790
4.36,17908
4.4,17958
4.44,16429
4.48,15590
4.52,13152
4.56,12321
4.6,13019
4.64,13262
4.68,13279
4.72,12284
4.76,11292
4.8,10690
4.84,11306
4.88,10645
4.92,11010
4.96,10713
5.0,11429
5.04,11139
5.08,11289
5.12,10652
5.16,11157
5.2,11154
5.24,14301
5.28,17685
5.32,17315
5.36,16337
5.4,14629
5.44,12927
5.48,13136
5.52,13438
5.56,13118
5.6,13080
5.64,11732
5.68,10914
5.72,10483
5.76,11483
5.8,10729
5.84,10928
5.88,10668
5.92,11221
5.96,10929
6.0,10912
6.04,11524
6.08,16123
6.12,17930
6.16,17098
6.2,16020
6.24,14875
6.28,13095
6.32,12890
6.36,12912
6.4,12621
6.44,12721
6.48,11327
6.52,10770
6.56,10499
6.6,11139
6.64,10326
6.68,10755
6.72,10575
6.76,11039
6.8,10676
6.84,11119
6.88,10391
6.92,13259
6.96,17498
7.0,17934
7.04,16573
7.08,16233
7.12,14401
7.16,12823
7.2,13430
7.24,13510
7.28,13177
7.32,12290
7.36,11405
7.4,10093
7.44,11096
7.48,10866
7.52,10596
7.56,10130
7.6,11367
7.64,10968
7.68,11102
7.72,10378
7.76,11234
7.8,10982
7.84,14584
7.88,17814
7.92,17398
7.96,16046
8.0,15585
8.04,13895
8.08,13571
8.12,13795
8.16,13219
8.2,12897
8.24,11443
8.28,10988
8.32,10746
8.36,11385
8.4,10998
8.44,11995
8.48,12484
8.52,11331
8.56,10081
8.6,11075
8.64,11303
8.68,14808
8.72,16942
8.76,16691
8.8,15870
8.84,15374
8.88,13419
8.92,13546
8.96,13474
9.0,12685
9.04,12587
9.08,11604
9.12,10503
9.16,10597
9.2,11514
9.24,10566
9.28,10934
9.32,10713
9.36,11264
9.4,10656
9.44,10549
9.48,10294
9.52,10722
9.56,12521
9.6,17353
9.64,18301
9.68,17503
9.72,16944
9.76,15055
9.8,13386
9.84,13818
9.88,13853
9.92,13302
9.96,13460
10.0,14825
10.04,2591
10.08,3629
10.12,10570
10.16,11804
10.2,11815
10.24,10790
10.28,10627
10.32,10559
10.36,10434
10.4,10208
10.44,10325
10.48,10164
10.52,11182
10.56,15422
10.6,18630
10.64,17687
10.68,16489
10.72,15994
10.76,13718
10.8,13566
10.84,14214
10.88,13888
10.92,12156
10.96,12272
11.0,11151
11.04,10909
11.08,10713
11.12,11157
11.16,10696
11.2,11218
11.24,10942
11.28,11001
11.32,10749
11.36,10989
11.4,10795
11.44,12168
11.48,16122
11.52,16853
11.56,17018
11.6,15804
11.64,13710
11.68,12335
11.72,13214
11.76,12832
11.8,13495
11.84,12434
11.88,11501
11.92,10851
11.96,11635
12.0,10953
12.04,10394
12.08,10417
12.12,11173
12.16,10702
12.2,11212
12.24,11320
12.28,11991
12.32,15699
12.36,17590
12.4,16922
12.44,16236
12.48,15561
12.52,12807
12.56,13581
12.6,13359
12.64,13324
12.68,12679
12.72,12302
12.76,10708
12.8,10681
12.84,11125
12.88,11063
12.92,10601
12.96,11034
13.0,11263
13.04,11059
13.08,10575
13.12,10380
13.16,11257
13.2,14544
13.24,17825
13.28,17099
13.32,16314
13.36,15745
13.4,13946
13.44,12631
13.48,13520
13.52,13005
13.56,12812
13.6,12405
13.64,11009
13.68,9981
13.72,11337
13.76,11332
13.8,10440
13.84,10860
13.88,10708
13.92,10905
13.96,10646
14.0,10470
14.04,9866
14.08,12469
14.12,16318
14.16,17307
14.2,16144
14.24,16467
14.28,14103
14.32,13259
14.36,13436
14.4,13443
14.44,12478
14.48,12414
14.52,11615
14.56,11042
14.6,11597
14.64,11209
14.68,10578
14.72,10355
14.76,11090
14.8,10705
14.84,11629
14.88,13495
14.92,17420
14.96,17445
15.0,17026
15.04,15485
15.08,14250
15.12,12686
15.16,13311
15.2,13062
15.24,13147
15.28,12464
15.32,11377
15.36,10464
15.4,11289
15.44,11061
15.48,10364
15.52,10165
15.56,10107
15.6,10593
15.64,10826
15.68,13462
15.72,17574
15.76,18541
15.8,16646
15.84,17323
15.88,14827
15.92,12764
15.96,13103
16.0,13480
16.04,12176
16.08,12166
16.12,11395
16.16,10295
16.2,10752
16.24,11614
16.28,10712
16.32,10062
16.36,10646
16.4,10633
16.44,10594
16.48,10708
16.52,11306
16.56,13870
16.6,18205
16.64,17061
16.68,16537
16.72,15311
16.76,13405
16.8,11991
16.84,13248
16.88,13657
16.92,13073
16.96,12146
17.0,11318
17.04,11118
17.08,11398
17.12,11138
17.16,11341
17.2,11239
17.24,11047
17.28,11215
17.32,10680
17.36,11499
17.4,15135
17.44,17457
17.48,16708
17.52,16096
17.56,14402
17.6,13134
17.64,12734
17.68,12845
17.72,12917
17.76,12771
17.8,11488
17.84,10657
17.88,10812
17.92,10824
17.96,10835
18.0,10837
18.04,10848
18.08,10826
18.12,10684
18.16,10060
18.2,10678
18.24,12802
18.28,17525
18.32,17239
18.36,16522
18.4,16418
18.44,15049
18.48,12762
18.52,13720
18.56,13699
18.6,13217
18.64,12721
18.68,11411
18.72,10404
18.76,11531
18.8,11083
18.84,9983
18.88,9982
18.92,11108
18.96,10976
19.0,10190
19.04,10513
19.08,10765
19.12,11272
19.16,13543
19.2,17513
19.24,16890
19.28,16444
19.32,15930
19.36,14723
19.4,13646
19.44,14406
19.48,13836
19.52,13930
19.56,12713
19.6,11482
19.64,10954
19.68,10922
19.72,11310
19.76,11424
19.8,11322
19.84,11487
19.88,11697
19.92,10844
19.96,11256
20.0,11585
20.04,-1
