Tiempo (segundos),Presión (mmHg)
0.0,-0.20270270270270271
0.025,-0.20270270270270271
0.05,-0.2702702702702703
0.07500000000000001,-0.13513513513513514
0.1,-0.20270270270270271
0.125,-0.20270270270270271
0.15000000000000002,-0.20270270270270271
0.17500000000000002,-0.20270270270270271
0.2,-0.2702702702702703
0.225,-0.20270270270270271
0.25,-0.20270270270270271
0.275,-0.20270270270270271
0.30000000000000004,-0.13513513513513514
0.325,-0.20270270270270271
0.35000000000000003,-0.20270270270270271
0.375,-0.13513513513513514
0.4,-0.20270270270270271
0.42500000000000004,-0.20270270270270271
0.45,-0.13513513513513514
0.47500000000000003,-0.20270270270270271
0.5,-0.20270270270270271
0.525,-0.13513513513513514
0.55,-0.20270270270270271
0.5750000000000001,-0.20270270270270271
0.6000000000000001,-0.20270270270270271
0.625,-0.20270270270270271
0.65,-0.20270270270270271
0.675,-0.13513513513513514
0.7000000000000001,-0.13513513513513514
0.7250000000000001,-0.20270270270270271
0.75,-0.20270270270270271
0.775,-0.20270270270270271
0.8,-0.2702702702702703
0.8250000000000001,-0.13513513513513514
0.8500000000000001,-0.13513513513513514
0.875,0.2702702702702703
0.9,1.2162162162162162
0.925,2.0945945945945947
0.9500000000000001,2.5
0.9750000000000001,4.594594594594595
1.0,6.824324324324325
1.0250000000000001,8.445945945945946
1.05,8.243243243243244
1.075,7.702702702702703
1.1,7.297297297297297
1.125,7.22972972972973
1.1500000000000001,7.027027027027027
1.175,6.824324324324325
1.2000000000000002,6.756756756756757
1.225,6.6891891891891895
1.25,8.04054054054054
1.2750000000000001,12.162162162162161
1.3,17.905405405405407
1.3250000000000002,23.513513513513512
1.35,26.283783783783782
1.375,24.45945945945946
1.4000000000000001,23.10810810810811
1.425,22.2972972972973
1.4500000000000002,21.756756756756758
1.475,21.35135135135135
1.5,21.013513513513512
1.5250000000000001,20.675675675675677
1.55,20.33783783783784
1.5750000000000002,20.472972972972972
1.6,25.87837837837838
1.625,33.71621621621622
1.6500000000000001,42.229729729729726
1.675,48.648648648648646
1.7000000000000002,49.25675675675676
1.725,46.62162162162162
1.75,45.13513513513514
1.7750000000000001,44.054054054054056
1.8,43.37837837837838
1.8250000000000002,42.770270270270274
1.85,42.2972972972973
1.875,41.689189189189186
1.9000000000000001,41.41891891891892
1.925,40.945945945945944
1.9500000000000002,49.5945945945946
1.975,61.62162162162162
2.0,74.05405405405405
2.025,83.91891891891892
2.0500000000000003,85.94594594594595
2.075,82.43243243243244
2.1,80.60810810810811
2.125,79.32432432432432
2.15,78.17567567567568
2.1750000000000003,77.16216216216216
2.2,76.35135135135135
2.225,75.67567567567568
2.25,75.27027027027027
2.275,74.79729729729729
2.3000000000000003,76.21621621621621
2.325,91.82432432432432
2.35,109.5945945945946
2.375,126.55405405405405
2.4000000000000004,136.48648648648648
2.4250000000000003,134.7972972972973
2.45,131.82432432432432
2.475,130.06756756756758
2.5,128.85135135135135
2.5250000000000004,127.77027027027027
2.5500000000000003,126.89189189189189
2.575,126.28378378378379
2.6,125.47297297297297
2.625,125.0
2.6500000000000004,124.45945945945945
2.6750000000000003,123.91891891891892
2.7,123.44594594594595
2.725,123.37837837837837
2.75,122.83783783783784
2.7750000000000004,129.72972972972974
2.8000000000000003,139.1216216216216
2.825,144.86486486486487
2.85,145.8783783783784
2.875,146.14864864864865
2.9000000000000004,146.55405405405406
2.9250000000000003,146.6891891891892
2.95,146.8918918918919
2.975,148.44594594594594
3.0,152.22972972972974
3.0250000000000004,158.17567567567568
3.0500000000000003,165.6081081081081
3.075,174.1216216216216
3.1,181.82432432432432
3.125,185.33783783783784
3.1500000000000004,183.78378378378378
3.1750000000000003,182.22972972972974
3.2,180.94594594594594
3.225,180.0
3.25,179.25675675675674
3.2750000000000004,178.51351351351352
3.3000000000000003,177.97297297297297
3.325,177.36486486486487
3.35,176.75675675675674
3.375,176.21621621621622
3.4000000000000004,175.74324324324326
3.4250000000000003,175.40540540540542
3.45,174.93243243243242
3.475,174.66216216216216
3.5,174.32432432432432
3.5250000000000004,174.05405405405406
3.5500000000000003,173.78378378378378
3.575,173.3783783783784
3.6,173.04054054054055
3.625,172.77027027027026
3.6500000000000004,172.43243243243242
3.6750000000000003,172.2972972972973
3.7,172.09459459459458
3.725,171.82432432432432
3.75,171.6891891891892
3.7750000000000004,171.4189189189189
3.8000000000000003,171.28378378378378
3.825,178.3108108108108
3.85,196.8918918918919
3.875,212.09459459459458
3.9000000000000004,221.48648648648648
3.9250000000000003,221.28378378378378
3.95,219.1216216216216
3.975,217.77027027027026
4.0,216.6891891891892
4.025,215.94594594594594
4.05,215.06756756756758
4.075,214.45945945945945
4.1000000000000005,213.9189189189189
4.125,213.24324324324326
4.15,212.77027027027026
4.175,212.36486486486487
4.2,211.95945945945945
4.2250000000000005,211.6891891891892
4.25,211.14864864864865
4.275,210.94594594594594
4.3,210.67567567567568
4.325,210.40540540540542
4.3500000000000005,210.0
4.375,209.7972972972973
4.4,209.3918918918919
4.425,209.25675675675674
4.45,209.1216216216216
4.4750000000000005,208.78378378378378
4.5,208.5810810810811
4.525,208.3783783783784
4.55,208.1081081081081
4.575,207.90540540540542
4.6000000000000005,207.7027027027027
4.625,207.56756756756758
4.65,207.22972972972974
4.675,207.09459459459458
4.7,206.95945945945945
4.7250000000000005,206.6216216216216
4.75,206.6216216216216
4.775,206.35135135135135
4.800000000000001,206.01351351351352
4.825,206.01351351351352
4.8500000000000005,205.67567567567568
4.875,205.54054054054055
4.9,205.40540540540542
4.925000000000001,205.27027027027026
4.95,205.0
4.9750000000000005,204.86486486486487
5.0,204.45945945945945
5.025,204.45945945945945
5.050000000000001,204.32432432432432
5.075,204.25675675675674
5.1000000000000005,203.9189189189189
5.125,203.98648648648648
5.15,203.9189189189189
5.175000000000001,203.78378378378378
5.2,203.71621621621622
5.2250000000000005,203.51351351351352
5.25,203.51351351351352
5.275,203.44594594594594
5.300000000000001,203.24324324324326
5.325,203.1081081081081
5.3500000000000005,203.04054054054055
5.375,202.90540540540542
5.4,202.7027027027027
5.425000000000001,202.63513513513513
5.45,202.36486486486487
5.4750000000000005,202.22972972972974
5.5,202.22972972972974
5.525,202.2972972972973
5.550000000000001,201.75675675675674
5.575,201.75675675675674
5.6000000000000005,201.35135135135135
5.625,201.48648648648648
5.65,201.21621621621622
5.675000000000001,201.35135135135135
5.7,201.0810810810811
5.7250000000000005,201.21621621621622
5.75,201.01351351351352
5.775,200.74324324324326
5.800000000000001,200.67567567567568
5.825,200.67567567567568
5.8500000000000005,200.47297297297297
5.875,200.33783783783784
5.9,200.47297297297297
5.925000000000001,200.13513513513513
5.95,200.2027027027027
5.9750000000000005,200.06756756756758
6.0,199.93243243243242
6.025,199.86486486486487
6.050000000000001,199.7972972972973
6.075,199.45945945945945
6.1000000000000005,199.45945945945945
6.125,199.45945945945945
6.15,199.32432432432432
6.175000000000001,199.25675675675674
6.2,199.1216216216216
6.2250000000000005,199.05405405405406
6.25,198.9189189189189
6.275,198.85135135135135
6.300000000000001,198.64864864864865
6.325,198.71621621621622
6.3500000000000005,198.64864864864865
6.375,198.3783783783784
6.4,198.24324324324326
6.425000000000001,198.24324324324326
6.45,198.1081081081081
6.4750000000000005,198.04054054054055
6.5,197.83783783783784
6.525,197.83783783783784
6.550000000000001,197.77027027027026
6.575,197.83783783783784
6.6000000000000005,197.7027027027027
6.625,197.56756756756758
6.65,197.56756756756758
6.675000000000001,197.2972972972973
6.7,197.22972972972974
6.7250000000000005,197.22972972972974
6.75,196.95945945945945
6.775,197.02702702702703
6.800000000000001,196.95945945945945
6.825,196.75675675675674
6.8500000000000005,196.82432432432432
6.875,196.75675675675674
6.9,196.6216216216216
6.925000000000001,196.6891891891892
6.95,196.48648648648648
6.9750000000000005,196.4189189189189
7.0,196.28378378378378
7.025,196.21621621621622
7.050000000000001,196.0810810810811
7.075,196.0810810810811
7.1000000000000005,196.01351351351352
7.125,195.8783783783784
7.15,195.74324324324326
7.175000000000001,195.67567567567568
7.2,195.54054054054055
7.2250000000000005,195.27027027027026
7.25,195.27027027027026
7.275,195.27027027027026
7.300000000000001,195.33783783783784
7.325,195.27027027027026
7.3500000000000005,195.2027027027027
7.375,195.13513513513513
7.4,194.86486486486487
7.425000000000001,194.7972972972973
7.45,194.7972972972973
7.4750000000000005,194.7972972972973
7.5,194.72972972972974
7.525,194.66216216216216
7.550000000000001,194.59459459459458
7.575,194.52702702702703
7.6000000000000005,194.45945945945945
7.625,194.25675675675674
7.65,194.25675675675674
7.675000000000001,194.32432432432432
7.7,194.1216216216216
7.7250000000000005,193.85135135135135
7.75,193.9189189189189
7.775,193.85135135135135
7.800000000000001,193.85135135135135
7.825,193.71621621621622
7.8500000000000005,193.5810810810811
7.875,193.5810810810811
7.9,193.51351351351352
7.925000000000001,193.44594594594594
7.95,193.24324324324326
7.9750000000000005,193.24324324324326
8.0,193.17567567567568
8.025,193.04054054054055
8.05,192.83783783783784
8.075000000000001,192.90540540540542
8.1,192.97297297297297
8.125,192.7027027027027
8.15,192.77027027027026
8.175,192.7027027027027
8.200000000000001,192.36486486486487
8.225,192.56756756756758
8.25,192.5
8.275,192.16216216216216
8.3,192.22972972972974
8.325000000000001,192.16216216216216
8.35,191.8918918918919
8.375,192.02702702702703
8.4,191.82432432432432
8.425,191.82432432432432
8.450000000000001,191.82432432432432
8.475,191.8918918918919
8.5,191.75675675675674
8.525,191.75675675675674
8.55,191.55405405405406
8.575000000000001,191.4189189189189
8.6,191.4189189189189
8.625,191.4189189189189
8.65,191.14864864864865
8.675,191.0810810810811
8.700000000000001,190.6081081081081
8.725,190.94594594594594
8.75,190.94594594594594
8.775,190.94594594594594
8.8,190.8783783783784
8.825000000000001,190.8783783783784
8.85,190.8783783783784
8.875,190.8108108108108
8.9,190.74324324324326
8.925,190.47297297297297
8.950000000000001,190.54054054054055
8.975,190.54054054054055
9.0,190.47297297297297
9.025,190.40540540540542
9.05,190.40540540540542
9.075000000000001,190.33783783783784
9.1,190.06756756756758
9.125,190.27027027027026
9.15,190.13513513513513
9.175,190.06756756756758
9.200000000000001,189.86486486486487
9.225,189.93243243243242
9.25,189.7972972972973
9.275,189.59459459459458
9.3,189.32432432432432
9.325000000000001,189.72972972972974
9.35,189.72972972972974
9.375,189.66216216216216
9.4,189.45945945945945
9.425,189.32432432432432
9.450000000000001,188.78378378378378
9.475,189.1216216216216
9.5,189.25675675675674
9.525,189.45945945945945
9.55,189.32432432432432
9.575000000000001,188.98648648648648
9.600000000000001,188.9189189189189
9.625,188.98648648648648
9.65,188.98648648648648
9.675,188.98648648648648
9.700000000000001,188.78378378378378
9.725000000000001,188.85135135135135
9.75,188.78378378378378
9.775,188.44594594594594
9.8,188.5810810810811
9.825000000000001,188.64864864864865
9.850000000000001,188.51351351351352
9.875,188.51351351351352
9.9,188.44594594594594
9.925,188.3783783783784
9.950000000000001,188.24324324324326
9.975000000000001,188.17567567567568
10.0,188.1081081081081
10.025,188.1081081081081
10.05,188.04054054054055
10.075000000000001,187.90540540540542
10.100000000000001,187.90540540540542
10.125,187.83783783783784
10.15,187.77027027027026
10.175,187.63513513513513
10.200000000000001,187.5
10.225000000000001,187.2972972972973
10.25,187.36486486486487
10.275,187.2972972972973
10.3,187.2972972972973
10.325000000000001,187.09459459459458
10.350000000000001,186.8918918918919
