Tiempo (segundos),Presión (mmHg)
0.0,2.635135135135135
0.1,3.0405405405405403
0.2,3.7837837837837838
0.30000000000000004,4.864864864864865
0.4,4.797297297297297
0.5,4.45945945945946
0.6000000000000001,4.391891891891892
0.7000000000000001,4.45945945945946
0.8,6.283783783783784
0.9,8.58108108108108
1.0,7.972972972972973
1.1,7.635135135135135
1.2000000000000002,7.364864864864865
1.3,8.31081081081081
1.4000000000000001,12.635135135135135
1.5,13.243243243243244
1.6,12.432432432432432
1.7000000000000002,12.027027027027026
1.8,11.756756756756756
1.9000000000000001,13.513513513513514
2.0,22.094594594594593
2.1,21.08108108108108
2.2,19.7972972972973
2.3000000000000003,19.256756756756758
2.4000000000000004,18.783783783783782
2.5,27.56756756756757
2.6,33.04054054054054
2.7,30.135135135135137
2.8000000000000003,29.18918918918919
2.9000000000000004,28.243243243243242
3.0,29.93243243243243
3.1,47.0945945945946
3.2,46.351351351351354
3.3000000000000003,44.66216216216216
3.4000000000000004,43.648648648648646
3.5,42.83783783783784
3.6,57.36486486486486
3.7,67.56756756756756
3.8000000000000003,63.851351351351354
3.9000000000000004,62.229729729729726
4.0,61.08108108108108
4.1000000000000005,73.51351351351352
4.2,88.17567567567568
4.3,84.1891891891892
4.4,82.22972972972973
4.5,80.74324324324324
4.6000000000000005,80.0
4.7,105.0
4.800000000000001,104.72972972972973
4.9,101.35135135135135
5.0,99.5945945945946
5.1000000000000005,99.1891891891892
5.2,115.47297297297297
5.300000000000001,126.41891891891892
5.4,122.97297297297297
5.5,120.94594594594595
5.6000000000000005,119.52702702702703
5.7,118.37837837837837
5.800000000000001,143.3783783783784
5.9,148.3108108108108
6.0,145.8783783783784
6.1000000000000005,143.64864864864865
6.2,142.2972972972973
6.300000000000001,141.21621621621622
6.4,166.6891891891892
6.5,169.1891891891892
6.6000000000000005,166.21621621621622
6.7,164.52702702702703
6.800000000000001,163.1081081081081
6.9,163.1081081081081
7.0,191.4189189189189
7.1000000000000005,193.04054054054055
7.2,190.33783783783784
7.300000000000001,188.44594594594594
7.4,186.95945945945945
7.5,185.74324324324326
7.6000000000000005,184.66216216216216
7.7,183.98648648648648
7.800000000000001,183.1081081081081
7.9,182.2972972972973
8.0,181.6216216216216
8.1,200.94594594594594
8.200000000000001,207.63513513513513
8.3,205.27027027027026
8.4,203.9189189189189
8.5,202.56756756756758
8.6,201.82432432432432
8.700000000000001,200.67567567567568
8.8,199.93243243243242
8.9,199.25675675675674
9.0,198.3783783783784
9.1,198.04054054054055
9.200000000000001,197.36486486486487
9.3,196.95945945945945
9.4,196.48648648648648
9.5,196.14864864864865
9.600000000000001,195.6081081081081
9.700000000000001,195.33783783783784
9.8,195.0
9.9,194.3918918918919
10.0,194.25675675675674
10.100000000000001,193.71621621621622
10.200000000000001,193.51351351351352
10.3,193.17567567567568
10.4,192.90540540540542
10.5,192.83783783783784
10.600000000000001,192.36486486486487
10.700000000000001,192.2972972972973
10.8,192.02702702702703
10.9,191.6891891891892
11.0,191.35135135135135
11.100000000000001,190.94594594594594
11.200000000000001,190.67567567567568
11.3,190.33783783783784
11.4,189.7972972972973
11.5,189.05405405405406
11.600000000000001,187.77027027027026
11.700000000000001,185.6081081081081
11.8,182.43243243243242
11.9,179.05405405405406
12.0,175.94594594594594
12.100000000000001,172.97297297297297
12.200000000000001,170.06756756756758
12.3,167.56756756756758
12.4,164.93243243243242
12.5,162.22972972972974
12.600000000000001,160.0
12.700000000000001,157.56756756756758
12.8,155.40540540540542
12.9,153.44594594594594
13.0,151.4189189189189
13.100000000000001,149.59459459459458
13.200000000000001,147.7027027027027
13.3,146.21621621621622
13.4,144.25675675675674
13.5,142.5
13.600000000000001,140.8783783783784
13.700000000000001,139.1891891891892
13.8,137.63513513513513
13.9,136.01351351351352
14.0,134.52702702702703
14.100000000000001,133.04054054054055
14.200000000000001,131.48648648648648
14.3,130.74324324324326
14.4,128.98648648648648
14.5,127.63513513513513
14.600000000000001,126.01351351351352
14.700000000000001,124.79729729729729
14.8,123.44594594594595
14.9,122.16216216216216
15.0,120.94594594594595
15.100000000000001,119.72972972972973
15.200000000000001,118.98648648648648
15.3,118.10810810810811
15.4,116.82432432432432
15.5,115.54054054054055
15.600000000000001,114.25675675675676
15.700000000000001,113.04054054054055
15.8,111.95945945945945
15.9,110.94594594594595
16.0,109.79729729729729
16.1,108.71621621621621
16.2,108.64864864864865
16.3,107.56756756756756
16.400000000000002,106.48648648648648
16.5,105.33783783783784
16.6,104.1891891891892
16.7,103.10810810810811
16.8,102.0945945945946
16.900000000000002,101.14864864864865
17.0,100.13513513513513
17.1,99.66216216216216
17.2,99.45945945945945
17.3,98.78378378378379
17.400000000000002,97.83783783783784
17.5,96.82432432432432
17.6,95.8108108108108
17.7,94.86486486486487
17.8,93.98648648648648
17.900000000000002,93.04054054054055
18.0,92.0945945945946
18.1,91.41891891891892
18.2,91.62162162162163
18.3,91.21621621621621
18.400000000000002,90.20270270270271
18.5,89.45945945945945
18.6,88.51351351351352
18.7,87.70270270270271
18.8,86.89189189189189
18.900000000000002,86.01351351351352
19.0,85.33783783783784
19.1,85.33783783783784
19.200000000000003,85.0
19.3,84.05405405405405
19.400000000000002,83.51351351351352
19.5,82.70270270270271
19.6,81.82432432432432
19.700000000000003,81.14864864864865
19.8,80.27027027027027
19.900000000000002,79.66216216216216
20.0,79.05405405405405
20.1,79.1891891891892
20.200000000000003,78.71621621621621
20.3,77.83783783783784
20.400000000000002,77.22972972972973
20.5,76.35135135135135
20.6,75.74324324324324
20.700000000000003,74.79729729729729
20.8,73.85135135135135
20.900000000000002,73.10810810810811
21.0,72.5
21.1,72.36486486486487
21.200000000000003,71.41891891891892
