Tiempo (segundos),Presión (mmHg)
0.0,0.06756756756756757
0.1,0.13513513513513514
0.2,0.06756756756756757
0.30000000000000004,0.06756756756756757
0.4,0.06756756756756757
0.5,0.06756756756756757
0.6000000000000001,0.13513513513513514
0.7000000000000001,0.13513513513513514
0.8,4.864864864864865
0.9,8.175675675675675
1.0,6.95945945945946
1.1,6.554054054054054
1.2000000000000002,12.702702702702704
1.3,20.27027027027027
1.4000000000000001,16.554054054054053
1.5,15.878378378378379
1.6,26.554054054054053
1.7000000000000002,33.108108108108105
1.8,28.986486486486488
1.9000000000000001,27.22972972972973
2.0,41.75675675675676
2.1,53.58108108108108
2.2,49.729729729729726
2.3000000000000003,48.24324324324324
2.4000000000000004,77.43243243243244
2.5,79.79729729729729
2.6,76.55405405405405
2.7,75.27027027027027
2.8000000000000003,104.72972972972973
2.9000000000000004,102.70270270270271
3.0,100.13513513513513
3.1,99.45945945945945
3.2,130.13513513513513
3.3000000000000003,133.5810810810811
3.4000000000000004,130.67567567567568
3.5,128.85135135135135
3.6,139.59459459459458
3.7,168.9189189189189
3.8000000000000003,164.05405405405406
3.9000000000000004,161.8918918918919
4.0,160.40540540540542
4.1000000000000005,190.27027027027026
4.2,196.4189189189189
4.3,193.51351351351352
4.4,191.75675675675674
4.5,190.27027027027026
4.6000000000000005,205.54054054054055
4.7,202.90540540540542
4.800000000000001,201.35135135135135
4.9,200.27027027027026
5.0,199.3918918918919
5.1000000000000005,198.64864864864865
5.2,213.17567567567568
5.300000000000001,242.90540540540542
5.4,238.3783783783784
5.5,236.21621621621622
5.6000000000000005,234.7972972972973
5.7,233.78378378378378
5.800000000000001,232.77027027027026
5.9,232.09459459459458
6.0,231.4189189189189
6.1000000000000005,230.54054054054055
6.2,230.27027027027026
6.300000000000001,229.45945945945945
6.4,228.98648648648648
6.5,228.51351351351352
6.6000000000000005,227.90540540540542
6.7,227.63513513513513
6.800000000000001,226.82432432432432
6.9,226.6216216216216
7.0,226.14864864864865
7.1000000000000005,225.67567567567568
7.2,225.13513513513513
7.300000000000001,224.86486486486487
7.4,224.59459459459458
7.5,224.1891891891892
